track,quarter_region,year,activity,predicted_eok,actual_eok,abs_error_eok,ape_pct
recursive_no_target_actual,경기도,2023,정보통신업,262925.66849172494,272502.74,9577.071508275054,3.514486316091741
recursive_no_target_actual,경기도,2024,건설업,328734.3538690836,297256.66000000003,31477.693869083596,10.589399029472911
recursive_no_target_actual,경기도,2024,"공공 행정, 국방·사회보장",262883.5709865507,264243.48,1359.9090134492726,0.5146424098900274
recursive_no_target_actual,경기도,2024,"광업, 제조업",2227696.783197465,2317830.08,90133.29680253519,3.8886930314812025
recursive_no_target_actual,경기도,2024,교육 서비스업,214267.40320899634,214868.4,600.9967910036503,0.2797045963965154
recursive_no_target_actual,경기도,2024,금융 및 보험업,190979.00654418816,192684.24,1705.233455811831,0.8849885469677391
recursive_no_target_actual,경기도,2024,기타산업 및 순생산물세,438484.6293595991,432798.8,5685.829359599098,1.3137350102632213
recursive_no_target_actual,경기도,2024,도매 및 소매업,409061.84054484894,407435.74,1626.100544848945,0.3991060148157216
recursive_no_target_actual,경기도,2024,문화 및 기타서비스업,178321.10480051767,174029.65000000002,4291.4548005176475,2.465933132956164
recursive_no_target_actual,경기도,2024,보건 및 사회복지업,287963.7398744479,298892.19,10928.450125552074,3.6563183954562595
recursive_no_target_actual,경기도,2024,부동산업,438833.1971497423,435358.21,3474.9871497422573,0.7981903338270013
recursive_no_target_actual,경기도,2024,사업서비스업,344853.066739945,332474.65,12378.41673994495,3.723115954838948
recursive_no_target_actual,경기도,2024,서비스업,2934474.6533293263,2944164.2800000003,9689.626670673955,0.3291129756751873
recursive_no_target_actual,경기도,2024,숙박 및 음식점업,112169.42773605295,108860.75,3308.6777360529522,3.0393670225980918
recursive_no_target_actual,경기도,2024,운수 및 창고업,231003.28690207217,241081.8,10078.513097927818,4.1805366883472
recursive_no_target_actual,경기도,2024,정보통신업,264139.00884196436,281827.48,17688.471158035623,6.276347202918475
recursive_no_target_actual,경기도,2025,건설업,298529.1612325033,263385.56,35143.60123250331,13.343025043781182
recursive_no_target_actual,경기도,2025,"공공 행정, 국방·사회보장",267580.516408199,268274.55,694.0335918010096,0.2587027326300648
recursive_no_target_actual,경기도,2025,"광업, 제조업",2276780.610415786,2452497.47,175716.85958421417,7.1648130827313
recursive_no_target_actual,경기도,2025,교육 서비스업,213570.70421032247,214185.27000000002,614.565789677552,0.28693186495857154
recursive_no_target_actual,경기도,2025,금융 및 보험업,200110.76476258482,196417.5,3693.2647625848185,1.8803134968039092
recursive_no_target_actual,경기도,2025,기타산업 및 순생산물세,437668.71239328646,434304.63,3364.0823932864587,0.7745904972936758
recursive_no_target_actual,경기도,2025,도매 및 소매업,416392.0132032713,417229.31,837.2967967286822,0.20068024385168007
recursive_no_target_actual,경기도,2025,문화 및 기타서비스업,176738.43048227028,179569.28,2830.8495177297154,1.5764664856537354
recursive_no_target_actual,경기도,2025,보건 및 사회복지업,304549.1548661762,318407.07,13857.915133823815,4.352263639693621
recursive_no_target_actual,경기도,2025,부동산업,440467.8501880531,434445.49,6022.360188053106,1.3862176790126435
recursive_no_target_actual,경기도,2025,사업서비스업,344663.91527746187,332145.25,12518.66527746187,3.769033360393343
recursive_no_target_actual,경기도,2025,서비스업,2981375.2467506733,2994846.6500000004,13471.403249327093,0.4498194673616123
recursive_no_target_actual,경기도,2025,숙박 및 음식점업,111496.59792389777,105013.9,6482.69792389778,6.173180811204784
recursive_no_target_actual,경기도,2025,운수 및 창고업,236179.1316478982,246030.5,9851.368352101796,4.004124834970378
recursive_no_target_actual,경기도,2025,정보통신업,269626.1677805383,291937.61,22311.442219461664,7.642537807808204
recursive_no_target_actual,경남,2021,건설업,56496.3824622133,53527.61,2968.772462213303,5.546245128847156
recursive_no_target_actual,경남,2021,"공공 행정, 국방·사회보장",101936.71594806126,97631.08,4305.635948061259,4.410107875546658
recursive_no_target_actual,경남,2021,"광업, 제조업",427052.7159243432,399848.78,27203.935924343183,6.803556065456341
recursive_no_target_actual,경남,2021,교육 서비스업,58885.02290822499,58903.61,18.58709177500714,0.03155509785394671
recursive_no_target_actual,경남,2021,금융 및 보험업,44919.4718100124,43578.11,1341.3618100124004,3.0780632983220255
recursive_no_target_actual,경남,2021,기타산업 및 순생산물세,147011.96999961277,143587.82,3424.1499996127677,2.384707839155694
recursive_no_target_actual,경남,2021,도매 및 소매업,60289.65583072913,60312.5,22.844169270872953,0.03787634283253547
recursive_no_target_actual,경남,2021,문화 및 기타서비스업,34684.52928770998,35233.41,548.8807122900253,1.5578415835708925
recursive_no_target_actual,경남,2021,보건 및 사회복지업,67674.36745579063,67001.92,672.447455790636,1.003624158517601
recursive_no_target_actual,경남,2021,부동산업,70518.23733537353,72950.53,2432.2926646264677,3.334167228978964
recursive_no_target_actual,경남,2021,사업서비스업,49420.43282502751,50572.979999999996,1152.5471749724893,2.278978171688695
recursive_no_target_actual,경남,2021,서비스업,571087.5959794507,572636.13,1548.5340205492685,0.27042199040938414
recursive_no_target_actual,경남,2021,숙박 및 음식점업,23724.943469802518,24944.850000000002,1219.9065301974842,4.890414374900968
recursive_no_target_actual,경남,2021,운수 및 창고업,39127.03113261968,41806.119999999995,2679.088867380313,6.40836525221741
recursive_no_target_actual,경남,2021,정보통신업,19907.187976099096,19700.98,206.2079760990964,1.0466889266376413
recursive_no_target_actual,경남,2022,건설업,54058.247421198845,54597.32,539.072578801155,0.9873608792540641
recursive_no_target_actual,경남,2022,"공공 행정, 국방·사회보장",100397.62719170777,101433.27,1035.6428082922357,1.021008992702528
recursive_no_target_actual,경남,2022,"광업, 제조업",409530.18814190995,414604.77,5074.581858090067,1.2239564581203604
recursive_no_target_actual,경남,2022,교육 서비스업,61264.47607923342,61814.4,549.9239207665814,0.8896372378710808
recursive_no_target_actual,경남,2022,금융 및 보험업,44769.92111400732,44532.11,237.81111400731606,0.5340216621384346
recursive_no_target_actual,경남,2022,기타산업 및 순생산물세,142052.5918459608,149984.31,7931.718154039205,5.288365265699595
recursive_no_target_actual,경남,2022,도매 및 소매업,62521.925136143676,61653.27,868.6551361436796,1.4089360323364513
recursive_no_target_actual,경남,2022,문화 및 기타서비스업,37253.84270607719,35780.84,1473.00270607719,4.116735957225124
recursive_no_target_actual,경남,2022,보건 및 사회복지업,70862.47506870239,70553.9,308.5750687023974,0.4373607535549381
recursive_no_target_actual,경남,2022,부동산업,71510.91499952263,73134.43,1623.5150004773604,2.2199051807436807
recursive_no_target_actual,경남,2022,사업서비스업,51889.28467072305,51856.93,32.35467072304891,0.06239218311428947
recursive_no_target_actual,경남,2022,서비스업,596174.7457623265,591779.91,4394.835762326489,0.7426470023841277
recursive_no_target_actual,경남,2022,숙박 및 음식점업,28389.64877775325,26898.48,1491.1687777532497,5.543691605448522
recursive_no_target_actual,경남,2022,운수 및 창고업,47154.778964241224,44094.7,3060.0789642412274,6.939788600991112
recursive_no_target_actual,경남,2022,정보통신업,20159.851054214574,20015.75,144.1010542145741,0.7199383196461492
recursive_no_target_actual,경남,2023,건설업,54281.32391145361,57979.09,3697.7660885463847,6.377758065099651
recursive_no_target_actual,경남,2023,"공공 행정, 국방·사회보장",103568.30226281473,102533.68000000001,1034.6222628147225,1.009056012438764
recursive_no_target_actual,경남,2023,"광업, 제조업",420572.53180250333,443218.75,22646.218197496666,5.109490110131095
recursive_no_target_actual,경남,2023,교육 서비스업,62536.84586131303,62154.59,382.25586131303135,0.6150082581399562
recursive_no_target_actual,경남,2023,금융 및 보험업,44801.341266184274,45215.24,413.898733815724,0.9153965207653967
recursive_no_target_actual,경남,2023,기타산업 및 순생산물세,144668.50733512413,145903.06,1234.5526648758678,0.8461458346904224
recursive_no_target_actual,경남,2023,도매 및 소매업,59633.130509248105,58745.44,887.6905092481029,1.5110798544501547
recursive_no_target_actual,경남,2023,문화 및 기타서비스업,37602.93974638758,38186.39,583.45025361242,1.5279010495949474
recursive_no_target_actual,경남,2023,보건 및 사회복지업,72913.47525465461,72594.66,318.81525465460436,0.43917177193832757
recursive_no_target_actual,경남,2023,부동산업,73757.04586757904,72730.81,1026.2358675790456,1.4110056901319339
recursive_no_target_actual,경남,2023,사업서비스업,54440.78973610283,52782.2,1658.5897361028328,3.14232778494044
recursive_no_target_actual,경남,2023,서비스업,608286.1677022146,599837.28,8448.887702214532,1.4085299436898173
recursive_no_target_actual,경남,2023,숙박 및 음식점업,26519.105116641662,25250.86,1268.2451166416613,5.022581871039882
recursive_no_target_actual,경남,2023,운수 및 창고업,51673.875995516275,50337.59,1336.2859955162785,2.6546483363948865
recursive_no_target_actual,경남,2023,정보통신업,20839.3160857725,19808.56,1030.7560857725002,5.203589184536888
recursive_no_target_actual,경남,2024,건설업,52628.97427893019,57725.79,5096.815721069812,8.829356377920183
recursive_no_target_actual,경남,2024,"공공 행정, 국방·사회보장",105727.69259199378,106016.69,288.99740800622385,0.2725961431225818
recursive_no_target_actual,경남,2024,"광업, 제조업",438351.7592226311,468504.22,30152.460777368862,6.435899505316914
recursive_no_target_actual,경남,2024,교육 서비스업,63234.45737271324,62101.61,1132.8473727132368,1.8241835802859812
recursive_no_target_actual,경남,2024,금융 및 보험업,46422.631239449285,46045.89,376.7412394492858,0.8181864645232958
recursive_no_target_actual,경남,2024,기타산업 및 순생산물세,148384.63874869057,152692.68,4308.04125130942,2.8213803381468057
recursive_no_target_actual,경남,2024,도매 및 소매업,58763.63399595147,57979.270000000004,784.3639959514694,1.352835239131968
recursive_no_target_actual,경남,2024,문화 및 기타서비스업,37645.64021284472,38033.81,388.1697871552751,1.0205913821288877
recursive_no_target_actual,경남,2024,보건 및 사회복지업,75589.05303786244,74543.14,1045.9130378624395,1.403097639651938
recursive_no_target_actual,경남,2024,부동산업,75190.80478695458,72385.25,2805.5547869545844,3.875865299842971
recursive_no_target_actual,경남,2024,사업서비스업,54225.699195897454,54523.590000000004,297.89080410254974,0.5463521461124436
recursive_no_target_actual,경남,2024,서비스업,620237.1057540518,607522.59,12714.515754051856,2.092846581071472
recursive_no_target_actual,경남,2024,숙박 및 음식점업,26120.476512894285,24783.53,1336.9465128942866,5.394495912786785
recursive_no_target_actual,경남,2024,운수 및 창고업,56381.53216113856,52548.9,3832.6321611385574,7.293458399963762
recursive_no_target_actual,경남,2024,정보통신업,20935.484646352037,19145.870000000003,1789.6146463520345,9.347262079769862
recursive_no_target_actual,경남,2025,건설업,47793.25118625399,52078.25,4284.99881374601,8.228000775268004
recursive_no_target_actual,경남,2025,"공공 행정, 국방·사회보장",107616.73114924469,108122.03,505.2988507553091,0.4673412539103355
recursive_no_target_actual,경남,2025,"광업, 제조업",448010.1571575818,464728.5,16718.342842418177,3.5974429892761424
recursive_no_target_actual,경남,2025,교육 서비스업,63028.84801509068,62659.520000000004,369.3280150906794,0.589420434581496
recursive_no_target_actual,경남,2025,금융 및 보험업,48642.352935626164,47028.87,1613.4829356261616,3.430835007573351
recursive_no_target_actual,경남,2025,기타산업 및 순생산물세,148108.52976746572,154089.47999999998,5980.950232534262,3.8814786269213593
recursive_no_target_actual,경남,2025,도매 및 소매업,59816.64735611465,57940.83,1875.8173561146468,3.237470633600946
recursive_no_target_actual,경남,2025,문화 및 기타서비스업,37311.51942537258,36499.880000000005,811.6394253725739,2.2236769692738
recursive_no_target_actual,경남,2025,보건 및 사회복지업,79942.64218770232,77623.0,2319.642187702324,2.9883439028410703
recursive_no_target_actual,경남,2025,부동산업,75470.89042836991,66670.9,8799.990428369914,13.199147496688832
recursive_no_target_actual,경남,2025,사업서비스업,54195.95646980243,54090.82,105.13646980243357,0.1943702643118251
recursive_no_target_actual,경남,2025,서비스업,631004.5915097726,606507.15,24497.441509772558,4.039101848967907
recursive_no_target_actual,경남,2025,숙박 및 음식점업,25963.797142585565,24644.52,1319.2771425855644,5.353227178235017
recursive_no_target_actual,경남,2025,운수 및 창고업,57644.813133939446,53809.41,3835.4031339394423,7.127755412927668
recursive_no_target_actual,경남,2025,정보통신업,21370.39326592417,17843.2,3527.1932659241684,19.767716922548466
recursive_no_target_actual,경북,2021,건설업,57097.16035275722,56017.2,1079.9603527572253,1.9279084866027318
recursive_no_target_actual,경북,2021,"공공 행정, 국방·사회보장",94394.27308491251,92456.93,1937.3430849125143,2.0954006204970406
recursive_no_target_actual,경북,2021,"광업, 제조업",484702.38805076666,462046.31,22656.078050766664,4.903421488371299
recursive_no_target_actual,경북,2021,교육 서비스업,49164.27405997289,49070.39,93.88405997289374,0.19132527777524028
recursive_no_target_actual,경북,2021,금융 및 보험업,33786.03353986644,32990.88,795.1535398664419,2.410222279206987
recursive_no_target_actual,경북,2021,기타산업 및 순생산물세,169474.273041262,165896.67,3577.6030412619875,2.1565249267884563
recursive_no_target_actual,경북,2021,도매 및 소매업,43127.90082822035,44004.75,876.8491717796496,1.992623913963037
recursive_no_target_actual,경북,2021,문화 및 기타서비스업,32420.613104645134,32458.83,38.21689535486803,0.11773959614338542
recursive_no_target_actual,경북,2021,보건 및 사회복지업,48583.29174211233,48195.74,387.5517421123295,0.8041203270503358
recursive_no_target_actual,경북,2021,부동산업,52443.437707854755,52855.369999999995,411.93229214524035,0.7793575035899671
recursive_no_target_actual,경북,2021,사업서비스업,43412.03777813955,42905.99,506.047778139553,1.1794338695822029
recursive_no_target_actual,경북,2021,서비스업,464628.93377378426,464966.37,337.4362262157374,0.0725721789762424
recursive_no_target_actual,경북,2021,숙박 및 음식점업,18759.39987026822,20120.29,1360.8901297317825,6.763769954268961
recursive_no_target_actual,경북,2021,운수 및 창고업,34257.204423489835,35905.69,1648.4855765101674,4.591154149969454
recursive_no_target_actual,경북,2021,정보통신업,14280.467634302284,14001.52,278.9476343022834,1.9922667989067142
recursive_no_target_actual,경북,2022,건설업,56572.50653588164,59991.76,3419.2534641183593,5.699538510152659
recursive_no_target_actual,경북,2022,"공공 행정, 국방·사회보장",95076.82830824974,98101.07,3024.2416917502705,3.082781555542942
recursive_no_target_actual,경북,2022,"광업, 제조업",473233.61336860363,451529.03,21704.583368603606,4.806907624212689
recursive_no_target_actual,경북,2022,교육 서비스업,51037.142526584124,50696.729999999996,340.4125265841285,0.6714684094696611
recursive_no_target_actual,경북,2022,금융 및 보험업,33893.14784981331,33959.44,66.29215018669493,0.1952097861057041
recursive_no_target_actual,경북,2022,기타산업 및 순생산물세,164122.91761316557,163812.81,310.1076131655718,0.18930608245202057
recursive_no_target_actual,경북,2022,도매 및 소매업,45616.73063120078,43712.229999999996,1904.5006312007827,4.356905678801523
recursive_no_target_actual,경북,2022,문화 및 기타서비스업,34320.16713062194,32021.550000000003,2298.6171306219403,7.1783443669089735
recursive_no_target_actual,경북,2022,보건 및 사회복지업,50972.72501477812,50535.28,437.44501477812446,0.8656230157983185
recursive_no_target_actual,경북,2022,부동산업,51812.31543264071,52201.15,388.8345673592921,0.7448773970674825
recursive_no_target_actual,경북,2022,사업서비스업,44022.74830189321,42871.84,1150.9083018932142,2.6845320888798203
recursive_no_target_actual,경북,2022,서비스업,484477.711323345,481251.48,3226.2313233450404,0.6703836678788064
recursive_no_target_actual,경북,2022,숙박 및 음식점업,22898.83348292497,23369.5,470.66651707503115,2.0140204842852056
recursive_no_target_actual,경북,2022,운수 및 창고업,40499.42924544264,39589.84,909.589245442643,2.2975320068043796
recursive_no_target_actual,경북,2022,정보통신업,14327.643399195522,14337.1,9.456600804478512,0.06595895128358253
recursive_no_target_actual,경북,2023,건설업,59654.09932598968,65788.88,6134.780674010326,9.32495077285147
recursive_no_target_actual,경북,2023,"공공 행정, 국방·사회보장",100165.78504322503,98848.43000000001,1317.3550432250195,1.3327020401082945
recursive_no_target_actual,경북,2023,"광업, 제조업",460322.7603281648,461852.22,1529.4596718351822,0.33115780451053856
recursive_no_target_actual,경북,2023,교육 서비스업,51287.69622517555,51559.009999999995,271.31377482444805,0.5262199076833478
recursive_no_target_actual,경북,2023,금융 및 보험업,34170.10100666047,35343.7,1173.598993339525,3.320532353261048
recursive_no_target_actual,경북,2023,기타산업 및 순생산물세,158006.89222140834,161647.63,3640.7377785916615,2.2522679600014315
recursive_no_target_actual,경북,2023,도매 및 소매업,42279.95312670403,41853.91,426.0431267040258,1.017929093611626
recursive_no_target_actual,경북,2023,문화 및 기타서비스업,33646.60333083707,32193.62,1452.983330837069,4.513264835818616
recursive_no_target_actual,경북,2023,보건 및 사회복지업,52225.89214435261,50838.49,1387.4021443526144,2.729038852949044
recursive_no_target_actual,경북,2023,부동산업,52626.307895085054,53193.84,567.5321049149425,1.0669132082115946
recursive_no_target_actual,경북,2023,사업서비스업,44996.84601230381,49811.13,4814.283987696188,9.665076836635082
recursive_no_target_actual,경북,2023,서비스업,496044.22255072556,493526.08999999997,2518.132550725597,0.5102329140746332
recursive_no_target_actual,경북,2023,숙박 및 음식점업,23135.52041746565,22718.28,417.24041746565126,1.836584536618315
recursive_no_target_actual,경북,2023,운수 및 창고업,46565.67700740695,42277.899999999994,4287.777007406956,10.141887386570659
recursive_no_target_actual,경북,2023,정보통신업,14943.840341509283,15038.52,94.67965849071697,0.62958095936779
recursive_no_target_actual,경북,2024,건설업,57838.199823232404,65068.439999999995,7230.240176767591,11.111746611364268
recursive_no_target_actual,경북,2024,"공공 행정, 국방·사회보장",102254.23317659399,100251.6,2002.633176593983,1.9976071968866163
recursive_no_target_actual,경북,2024,"광업, 제조업",479782.3836360859,460793.39,18988.993636085885,4.120934468284339
recursive_no_target_actual,경북,2024,교육 서비스업,51859.8211346925,51669.44,190.38113469249947,0.36845983756065376
recursive_no_target_actual,경북,2024,금융 및 보험업,35406.66314033406,35874.51,467.84685966594407,1.3041205570917738
recursive_no_target_actual,경북,2024,기타산업 및 순생산물세,164396.9988164196,165951.14,1554.1411835804174,0.9365052771438733
recursive_no_target_actual,경북,2024,도매 및 소매업,41663.47917150369,41433.4,230.0791715036903,0.5552987963905697
recursive_no_target_actual,경북,2024,문화 및 기타서비스업,33684.81113231788,31822.71,1862.1011323178827,5.851485094506039
recursive_no_target_actual,경북,2024,보건 및 사회복지업,54142.334012493,52991.67,1150.6640124929982,2.171405453900581
recursive_no_target_actual,경북,2024,부동산업,53649.30762956259,53805.729999999996,156.42237043740897,0.2907169374663423
recursive_no_target_actual,경북,2024,사업서비스업,44819.06762291527,49280.65,4461.582377084735,9.053416253813078
recursive_no_target_actual,경북,2024,서비스업,506088.2325313904,500969.58999999997,5118.642531390418,1.0217471546307668
recursive_no_target_actual,경북,2024,숙박 및 음식점업,22787.753018814034,22319.440000000002,468.31301881403124,2.0982292513344025
recursive_no_target_actual,경북,2024,운수 및 창고업,50807.959829181666,47336.52,3471.4398291816688,7.333534085694658
recursive_no_target_actual,경북,2024,정보통신업,15012.802662981749,15051.0,38.197337018251346,0.2537860409158949
recursive_no_target_actual,경북,2025,건설업,52523.83597031578,55647.69,3123.8540296842257,5.613627501310882
recursive_no_target_actual,경북,2025,"공공 행정, 국방·사회보장",104081.2113729132,102529.75,1551.461372913196,1.5131816598725696
recursive_no_target_actual,경북,2025,"광업, 제조업",490353.64081902563,475547.24,14806.400819025643,3.1135499428039246
recursive_no_target_actual,경북,2025,교육 서비스업,51691.196860001946,52326.51,635.3131399980557,1.2141324540812213
recursive_no_target_actual,경북,2025,금융 및 보험업,37099.65072555818,36306.899999999994,792.7507255581877,2.1834712563126786
recursive_no_target_actual,경북,2025,기타산업 및 순생산물세,164091.09459181517,167487.85,3396.7554081848357,2.028060786609199
recursive_no_target_actual,경북,2025,도매 및 소매업,42410.066766843636,41166.08,1243.9867668436345,3.021873267611671
recursive_no_target_actual,경북,2025,문화 및 기타서비스업,33385.84435800493,30778.4,2607.4443580049265,8.471669605973432
recursive_no_target_actual,경북,2025,보건 및 사회복지업,57260.68870051545,54374.57,2886.1187005154497,5.3078464813890935
recursive_no_target_actual,경북,2025,부동산업,53849.1512245539,51116.87,2732.2812245538953,5.345165352561483
recursive_no_target_actual,경북,2025,사업서비스업,44794.48442210993,51769.380000000005,6974.895577890078,13.473013541769435
recursive_no_target_actual,경북,2025,서비스업,514494.39351175935,504971.94,9522.453511759348,1.8857391386458717
recursive_no_target_actual,경북,2025,숙박 및 음식점업,22651.064440717993,22572.96,78.1044407179943,0.34600885625099365
recursive_no_target_actual,경북,2025,운수 및 창고업,51946.35969982719,47968.770000000004,3977.5896998271855,8.292040216639252
recursive_no_target_actual,경북,2025,정보통신업,15324.674940713034,14475.970000000001,848.7049407130326,5.8628536858879405
recursive_no_target_actual,광주,2021,건설업,22835.946690966703,23493.58,657.6333090332992,2.799204331708063
recursive_no_target_actual,광주,2021,"공공 행정, 국방·사회보장",28942.903691842756,28993.96,51.05630815724362,0.17609291092780574
recursive_no_target_actual,광주,2021,"광업, 제조업",122461.03745259806,120800.86,1660.1774525980582,1.3743092992864936
recursive_no_target_actual,광주,2021,교육 서비스업,29406.786672482976,29073.85,332.9366724829779,1.145141329693102
recursive_no_target_actual,광주,2021,금융 및 보험업,25887.9269394442,24817.690000000002,1070.2369394441994,4.312395470505914
recursive_no_target_actual,광주,2021,기타산업 및 순생산물세,37040.51837651366,36594.71,445.80837651366164,1.2182317512931833
recursive_no_target_actual,광주,2021,도매 및 소매업,34943.939382312805,34981.009999999995,37.07061768718995,0.105973548754567
recursive_no_target_actual,광주,2021,문화 및 기타서비스업,17227.307201773132,16556.62,670.687201773133,4.050870297036068
recursive_no_target_actual,광주,2021,보건 및 사회복지업,45250.05354944583,44400.85,849.2035494458323,1.9125839920763505
recursive_no_target_actual,광주,2021,부동산업,44132.8515699582,45014.770000000004,881.9184300418055,1.9591756884280547
recursive_no_target_actual,광주,2021,사업서비스업,30573.320726101207,30800.62,227.2992738987923,0.7379698002793201
recursive_no_target_actual,광주,2021,서비스업,294263.28819855244,293850.43,412.85819855245063,0.14049943658494923
recursive_no_target_actual,광주,2021,숙박 및 음식점업,10041.077811523879,10841.96,800.8821884761201,7.3868764363281185
recursive_no_target_actual,광주,2021,운수 및 창고업,12643.238715263893,12826.25,183.01128473610697,1.4268495057877943
recursive_no_target_actual,광주,2021,정보통신업,15213.881938403549,15542.880000000001,328.9980615964523,2.116712357017826
recursive_no_target_actual,광주,2022,건설업,23726.481090834826,21008.260000000002,2718.2210908348243,12.93882068688613
recursive_no_target_actual,광주,2022,"공공 행정, 국방·사회보장",29815.55144873715,29589.4,226.15144873714962,0.7642988662735628
recursive_no_target_actual,광주,2022,"광업, 제조업",123725.7687424902,125911.36,2185.5912575098046,1.7358173698622623
recursive_no_target_actual,광주,2022,교육 서비스업,30239.134676436435,30812.0,572.8653235635647,1.859227974696757
recursive_no_target_actual,광주,2022,금융 및 보험업,25496.426663781665,25482.399999999998,14.026663781667594,0.05504451614317174
recursive_no_target_actual,광주,2022,기타산업 및 순생산물세,36203.44262731546,35203.61,999.8326273154598,2.84014232436804
recursive_no_target_actual,광주,2022,도매 및 소매업,36262.43938344888,35139.6,1122.8393834488816,3.1953675723368553
recursive_no_target_actual,광주,2022,문화 및 기타서비스업,17506.046596803764,16995.88,510.16659680376324,3.001707453828594
recursive_no_target_actual,광주,2022,보건 및 사회복지업,46959.16709122344,46374.92,584.2470912234421,1.259834175936998
recursive_no_target_actual,광주,2022,부동산업,44126.442826296974,41356.78,2769.6628262969753,6.696998234139542
recursive_no_target_actual,광주,2022,사업서비스업,31602.299394612688,30113.42,1488.8793946126898,4.9442387965654175
recursive_no_target_actual,광주,2022,서비스업,304718.8210203489,297554.06,7164.761020348931,2.407885484859098
recursive_no_target_actual,광주,2022,숙박 및 음식점업,12339.19772868747,11893.800000000001,445.39772868746877,3.744789122799011
recursive_no_target_actual,광주,2022,운수 및 창고업,14467.232046833778,14318.83,148.4020468337785,1.0364118215928153
recursive_no_target_actual,광주,2022,정보통신업,15904.883163486713,15370.01,534.8731634867127,3.4799792809940437
recursive_no_target_actual,광주,2023,건설업,20886.678739752817,18876.48,2010.1987397528173,10.649224536316185
recursive_no_target_actual,광주,2023,"공공 행정, 국방·사회보장",30215.032513302685,30050.83,164.20251330268366,0.5464159003351443
recursive_no_target_actual,광주,2023,"광업, 제조업",127886.963482923,127714.23,172.73348292300943,0.13524998970201632
recursive_no_target_actual,광주,2023,교육 서비스업,31167.225088269606,30977.09,190.13508826960606,0.6137926069543849
recursive_no_target_actual,광주,2023,금융 및 보험업,25637.02557668178,26374.02,736.9944233182214,2.794395482062353
recursive_no_target_actual,광주,2023,기타산업 및 순생산물세,33955.90986489087,35039.16,1083.2501351091341,3.0915413928562616
recursive_no_target_actual,광주,2023,도매 및 소매업,33988.22716694156,34090.99,102.76283305844117,0.30143692822778445
recursive_no_target_actual,광주,2023,문화 및 기타서비스업,17859.743368187308,17844.11,15.633368187307497,0.08761080371790746
recursive_no_target_actual,광주,2023,보건 및 사회복지업,47928.03967304486,47546.91,381.1296730448594,0.8015866289625537
recursive_no_target_actual,광주,2023,부동산업,41706.815409985225,41715.39,8.574590014774003,0.020554979864203602
recursive_no_target_actual,광주,2023,사업서비스업,31612.140495231535,30997.940000000002,614.2004952315328,1.9814235888950456
recursive_no_target_actual,광주,2023,서비스업,304682.81442691135,301858.58999999997,2824.224426911387,0.9356117468485451
recursive_no_target_actual,광주,2023,숙박 및 음식점업,11726.325693930597,11448.39,277.93569393059806,2.427727339220607
recursive_no_target_actual,광주,2023,운수 및 창고업,16835.43102382301,16296.43,539.0010238230097,3.3074791461872923
recursive_no_target_actual,광주,2023,정보통신업,16006.808417513186,14520.46,1486.348417513187,10.236235060825809
recursive_no_target_actual,광주,2024,건설업,20250.878183440607,18753.9,1496.9781834406058,7.98222334256131
recursive_no_target_actual,광주,2024,"공공 행정, 국방·사회보장",30845.013381768487,30519.01,326.0033817684889,1.0681977618818204
recursive_no_target_actual,광주,2024,"광업, 제조업",133293.24001288952,132521.41,771.8300128895207,0.5824191071386282
recursive_no_target_actual,광주,2024,교육 서비스업,31514.901961007905,31129.27,385.63196100790447,1.2388082374174032
recursive_no_target_actual,광주,2024,금융 및 보험업,26564.789151099263,26746.96,182.17084890073602,0.681089921623751
recursive_no_target_actual,광주,2024,기타산업 및 순생산물세,35635.12032343646,36332.29,697.1696765635425,1.9188707250865344
recursive_no_target_actual,광주,2024,도매 및 소매업,33492.65289870477,34103.54,610.8871012952295,1.7912718189819283
recursive_no_target_actual,광주,2024,문화 및 기타서비스업,17880.024212657707,17704.05,175.97421265770754,0.9939771558355718
recursive_no_target_actual,광주,2024,보건 및 사회복지업,49686.77079502243,48781.619999999995,905.1507950224332,1.8555160632681595
recursive_no_target_actual,광주,2024,부동산업,42517.551765941964,44701.28,2183.728234058035,4.885158174571366
recursive_no_target_actual,광주,2024,사업서비스업,31487.243843123306,31403.21,84.03384312330672,0.2675963480271817
recursive_no_target_actual,광주,2024,서비스업,309988.8754680017,307847.49,2141.3854680017103,0.6955994567315492
recursive_no_target_actual,광주,2024,숙박 및 음식점업,11550.058477601146,11387.2,162.85847760114484,1.430188963056281
recursive_no_target_actual,광주,2024,운수 및 창고업,18369.19289349747,17580.02,789.1728934974708,4.489032967524899
recursive_no_target_actual,광주,2024,정보통신업,16080.67608757725,14068.83,2011.8460875772507,14.300024149678764
recursive_no_target_actual,광주,2025,건설업,18390.16095266909,16614.85,1775.3109526690932,10.68508564729199
recursive_no_target_actual,광주,2025,"공공 행정, 국방·사회보장",31396.12178249692,30945.32,450.8017824969211,1.456768850659554
recursive_no_target_actual,광주,2025,"광업, 제조업",136230.148846942,133975.51,2254.638846941991,1.68287386772552
recursive_no_target_actual,광주,2025,교육 서비스업,31412.430001621142,31802.46,390.0299983788573,1.2264145552855261
recursive_no_target_actual,광주,2025,금융 및 보험업,27834.99803971026,27214.85,620.1480397102605,2.2787119521520807
recursive_no_target_actual,광주,2025,기타산업 및 순생산물세,35568.81172942496,36237.26,668.4482705750415,1.8446435259593066
