track,quarter_region,year,available_quarters,operating_label,predicted_cumulative_grdp_eok,official_cumulative_grdp_eok,cumulative_error_eok,cumulative_ape_pct,annualized_predicted_grdp_eok,official_annual_grdp_eok,annualized_error_eok,annualized_ape_pct,baseline_main_pred,selected_main_pred,adopted_main_rows,rolling_routed_annualized_predicted_grdp_eok,rolling_routed_error_eok,rolling_routed_ape_pct
prior_year_province_anchor,대구,2023,3,1~3분기+1개월,503670.32588126895,500818.11,2852.2158812689595,0.5695113304247243,682150.2178981423,671610.1,10540.117898142316,1.5693804929589823,459407.8035354734,459407.8035354734,0.0,682150.2178981422,10540.117898142198,1.569380492958965
prior_year_province_anchor,대구,2023,4,공표 후 정밀화,680965.9529891866,671610.1,9355.85298918665,1.393048286377267,680965.9529891866,671610.1,9355.85298918665,1.393048286377267,456049.772128419,456049.772128419,0.0,680965.9529891866,9355.85298918665,1.393048286377267
prior_year_province_anchor,대구,2024,1,1분기+1개월,166527.16916310776,169327.34,-2800.170836892241,1.6537027256745669,699082.3912037464,666316.1799999999,32766.211203746498,4.917516966756908,643758.9825614274,640651.5298137611,1.0,695974.9384560802,29658.75845608022,4.451153873537969
prior_year_province_anchor,대구,2024,2,1~2분기+1개월,337701.24894885963,337140.47,560.7789488596609,0.1663339167972509,691945.6728287525,666316.1799999999,25629.492828752613,3.846446116429683,637989.2477195984,637989.2477195984,0.0,691945.6728287527,25629.49282875273,3.8464461164297004
prior_year_province_anchor,대구,2024,3,1~3분기+1개월,508737.3151405953,500725.91,8011.405140595336,1.5999581768387692,689079.1541472796,666316.1799999999,22762.97414727963,3.416242143073823,635048.1189613212,622616.7052149682,1.0,676647.7404009267,10331.56040092674,1.550549230385902
prior_year_province_anchor,대구,2024,4,공표 후 정밀화,685411.1729187077,666316.1799999999,19094.99291870778,2.8657555514722426,685411.1729187077,666316.1799999999,19094.99291870778,2.8657555514722426,631766.9795802739,619477.1219006173,1.0,673121.3152390511,6805.135239051189,1.0213072177012406
prior_year_province_anchor,대구,2025,1,1분기+1개월,163071.59448827402,163026.1,45.4944882740092,0.0279062605766863,672195.2657656932,659089.7100000001,13105.555765693076,1.9884327682331857,619530.4930648033,591083.6244621244,2.0,643748.3971630142,-15341.312836985919,2.327651699642818
prior_year_province_anchor,대구,2025,2,1~2분기+1개월,330841.5514129591,326230.93000000005,4610.621412959066,1.413299901685921,672542.2119742498,659089.7100000001,13452.501974249724,2.041072978403763,620532.4053402517,585698.1169473235,2.0,637707.9235813215,-21381.78641867859,3.2441390138951776
prior_year_province_anchor,대구,2025,3,1~3분기+1개월,500896.1702609202,491934.8400000001,8961.330260920106,1.821649847146444,675738.7373343341,659089.7100000001,16649.02733433398,2.5260639153862647,623422.2898845383,603571.9704209638,2.0,655888.4178707596,-3201.2921292404644,0.4857141722392334
prior_year_province_anchor,대구,2025,4,공표 후 정밀화,676032.9123069468,659089.7100000001,16943.20230694674,2.5706974407090555,676032.9123069468,659089.7100000001,16943.20230694674,2.5706974407090555,623841.5093035114,618511.4879027402,1.0,670702.8909061758,11613.180906175752,1.7620030672570735
prior_year_province_anchor,인천,2021,1,1분기+1개월,235091.7180662887,237709.45,-2617.7319337113004,1.101231748973926,976966.419549986,997815.76,-20849.34045001387,2.0894980101350447,616913.0130501569,616913.0130501569,0.0,976966.419549986,-20849.340450013988,2.089498010135056
prior_year_province_anchor,인천,2021,2,1~2분기+1개월,485440.60714854527,489078.42,-3637.812851454771,0.7438097251264473,999753.7663351928,997815.76,1938.0063351928256,0.1942248672433101,628189.7086832474,628189.7086832474,0.0,999753.7663351928,1938.0063351928256,0.1942248672433101
prior_year_province_anchor,인천,2021,3,1~3분기+1개월,734534.3962501258,735546.39,-1011.9937498741784,0.1375839462517351,999617.9489208006,997815.76,1802.188920800574,0.1806133950821316,631057.3782668884,631057.3782668884,0.0,999617.9489208006,1802.1889208005741,0.18061339508213162
prior_year_province_anchor,인천,2021,4,공표 후 정밀화,997574.5185285148,997815.76,-241.2414714851184,0.0241769554216219,997574.5185285148,997815.76,-241.2414714851184,0.0241769554216219,632740.7632688242,632740.7632688242,0.0,997574.5185285148,-241.2414714852348,0.024176955421633627
prior_year_province_anchor,인천,2022,1,1분기+1개월,242750.13704711292,239431.01,3319.12704711291,1.3862561274385097,1030215.3503828826,1066045.0299999998,-35829.67961711716,3.360991197259009,919628.4160296255,923269.0156512535,1.0,1033855.9500045107,-32189.079995489097,3.0194859588144323
prior_year_province_anchor,인천,2022,2,1~2분기+1개월,500955.323648028,505078.7,-4123.376351972052,0.8163829422963297,1030025.4572120048,1066045.0299999998,-36019.57278799487,3.3788040630886744,920412.5198036381,924431.1687884531,1.0,1034044.1061968198,-32000.92380317999,3.0018360296825355
prior_year_province_anchor,인천,2022,3,1~3분기+1개월,759802.6830632046,778664.1799999999,-18861.4969367953,2.422289020254573,1033194.9163141184,1066045.0299999998,-32850.113685881486,3.081494004608932,923022.9882440289,925330.7962333309,1.0,1035502.7243034205,-30542.30569657928,2.8650108426075853
prior_year_province_anchor,인천,2022,4,공표 후 정밀화,1028272.5200103072,1066045.0299999998,-37772.5099896926,3.543237755134284,1028272.5200103072,1066045.0299999998,-37772.5099896926,3.543237755134284,918694.0750183676,949600.922002199,2.0,1059179.3669941383,-6865.663005861454,0.6440312381421126
prior_year_province_anchor,인천,2023,1,1분기+1개월,253602.00265045633,261146.46,-7544.457349543663,2.8889755386857106,1071152.8216353806,1129885.71,-58732.88836461934,5.1981264870249,967601.0244696077,952982.7061023859,1.0,1056534.5032681588,-73351.2067318412,6.491913835412716
prior_year_province_anchor,인천,2023,2,1~2분기+1개월,525929.6081059384,547378.27,-21448.661894061603,3.918435032881668,1078009.6429628371,1129885.71,-51876.06703716284,4.591266760702978,972818.8678020614,995275.955636739,2.0,1100466.7307975148,-29418.979202485178,2.603712830608786
prior_year_province_anchor,인천,2023,3,1~3분기+1개월,799563.6584143033,833985.69,-34422.03158569662,4.127412736026277,1082595.256136441,1129885.71,-47290.45386355929,4.18541923709782,977188.4484084884,992304.918514511,2.0,1097711.7262424633,-32173.983757536625,2.847543204837649
prior_year_province_anchor,인천,2023,4,공표 후 정밀화,1084648.786801638,1129885.71,-45236.92319836188,4.003672477489947,1084648.786801638,1129885.71,-45236.92319836188,4.003672477489947,978434.2686996155,992131.2833485294,2.0,1098345.801450552,-31539.90854944801,2.7914246786471892
prior_year_province_anchor,인천,2024,1,1분기+1개월,273695.55871371133,279574.02999999997,-5878.471286288637,2.102652841642207,1156902.2564066728,1164771.64,-7869.383593327366,0.6756160025777556,1043494.6833452807,1071343.6968868163,2.0,1184751.2699482087,19979.629948208807,1.715325928454852
prior_year_province_anchor,인천,2024,2,1~2분기+1개월,561721.2828471144,573093.08,-11371.797152885583,1.9842844992798705,1153785.363663867,1164771.64,-10986.276336133014,0.943212897605664,1043179.9730549956,1061594.6574546394,2.0,1172200.048063511,7428.408063511131,0.6377566046775599
prior_year_province_anchor,인천,2024,3,1~3분기+1개월,850569.8886973669,866761.53,-16191.6413026331,1.8680618304129275,1153018.1642262645,1164771.64,-11753.47577373567,1.0090798376354415,1042259.8302622391,1056242.1116550632,2.0,1167000.4456190886,2228.8056190887,0.19135129518509741
prior_year_province_anchor,인천,2024,4,공표 후 정밀화,1148337.9738342809,1164771.64,-16433.666165719274,1.4108916805116642,1148337.9738342809,1164771.64,-16433.666165719274,1.4108916805116642,1038372.6277963967,1052690.5488818192,2.0,1162655.8949197037,-2115.745080296183,0.18164462523282102
prior_year_province_anchor,인천,2025,1,1분기+1개월,275892.05493845965,272182.56,3709.494938459655,1.3628701774498906,1144387.2704491448,1150481.96,-6094.689550855197,0.5297509880863492,1032103.5763218168,1056127.6930156972,2.0,1168411.3871430254,17929.427143025445,1.558427490946963
prior_year_province_anchor,인천,2025,2,1~2분기+1개월,567019.6448047374,562643.06,4376.584804737358,0.7778616881433422,1154841.4782725344,1150481.96,4359.5182725344785,0.3789297376322597,1043954.2016316417,1068999.924075412,2.0,1179887.2007163048,29405.240716304863,2.5559062843805793
prior_year_province_anchor,인천,2025,3,1~3분기+1개월,862924.9179791184,851900.6000000001,11024.31797911832,1.2940850116924816,1164734.9489579927,1150481.96,14252.988957992757,1.2388711386654645,1053193.9001312114,1071105.5849644674,2.0,1182646.6337912485,32164.673791248584,2.795756466381149
prior_year_province_anchor,인천,2025,4,공표 후 정밀화,1165882.286379787,1150481.96,15400.326379786711,1.3385978151093052,1165882.286379787,1150481.96,15400.326379786711,1.3385978151093052,1054607.8380080608,1079289.7857163697,2.0,1190564.234088096,40082.27408809611,3.483955027690839
prior_year_province_anchor,울산,2021,1,1분기+1개월,167255.38915778932,170961.67,-3706.28084221069,2.1679016367883457,701262.3993791755,724102.15,-22839.75062082452,3.1542166558716223,25158.472514885445,25158.472514885445,0.0,701262.3993791755,-22839.750620824518,3.1542166558716223
prior_year_province_anchor,울산,2021,2,1~2분기+1개월,346307.24362177344,358208.65,-11901.406378226588,3.322478778283714,720407.2212675833,724102.15,-3694.928732416709,0.5102772768202261,25177.05508795693,25177.05508795693,0.0,720407.2212675833,-3694.928732416709,0.5102772768202261
prior_year_province_anchor,울산,2021,3,1~3분기+1개월,525157.5121611579,536888.13,-11730.617838842096,2.184927768628838,717542.2807845979,724102.15,-6559.86921540217,0.9059314649738536,25330.78943974545,25330.78943974545,0.0,717542.2807845979,-6559.86921540217,0.9059314649738535
prior_year_province_anchor,울산,2021,4,공표 후 정밀화,713373.1209673621,724102.15,-10729.029032637947,1.481701032463161,713373.1209673621,724102.15,-10729.029032637947,1.481701032463161,25561.751893205463,25561.751893205463,0.0,713373.1209673621,-10729.029032637947,1.481701032463161
prior_year_province_anchor,울산,2022,1,1분기+1개월,175432.53180455987,179630.83,-4198.298195440118,2.33718131539008,747071.5589550682,751517.22,-4445.661044931738,0.5915581076015448,405312.464020624,405312.464020624,0.0,747071.5589550682,-4445.661044931738,0.5915581076015448
prior_year_province_anchor,울산,2022,2,1~2분기+1개월,362052.49948259024,373391.68,-11339.180517409754,3.036805886357659,745102.6062262775,751517.22,-6414.613773722434,0.8535551286133449,404155.1635748924,404155.1635748924,0.0,745102.6062262775,-6414.613773722434,0.8535551286133449
prior_year_province_anchor,울산,2022,3,1~3분기+1개월,549860.8857607653,561352.76,-11491.87423923472,2.047175155820864,746792.9671360892,751517.22,-4724.252863910748,0.628628691157702,404520.5103460809,406584.9597018979,1.0,748857.4164919064,-2659.8035080935806,0.3539244926541511
prior_year_province_anchor,울산,2022,4,공표 후 정밀화,740250.912647096,751517.22,-11266.307352903998,1.4991416102087451,740250.912647096,751517.22,-11266.307352903998,1.4991416102087451,398863.0568205148,402042.518761875,1.0,743430.3745884562,-8086.845411543734,1.0760692099036313
prior_year_province_anchor,울산,2023,1,1분기+1개월,175816.1514714936,184890.89,-9074.738528506425,4.908158821944349,741288.4623350883,789631.3200000001,-48342.857664911775,6.122206204398246,26917.572203391977,26917.572203391977,0.0,741288.4623350883,-48342.857664911775,6.122206204398246
prior_year_province_anchor,울산,2023,2,1~2분기+1개월,366432.6681859501,389202.25,-22769.58181404992,5.850321218351106,748587.4035304271,789631.3200000001,-41043.91646957293,5.19785821939952,26599.17089088258,26599.17089088258,0.0,748587.4035304271,-41043.91646957293,5.19785821939952
prior_year_province_anchor,울산,2023,3,1~3분기+1개월,559072.8407797083,585044.91,-25972.069220291683,4.4393291483027655,752673.1703878089,789631.3200000001,-36958.14961219113,4.6804310665122975,26583.11142200145,39219.24510183503,1.0,765309.3040676424,-24322.015932357637,3.080173660330195
prior_year_province_anchor,울산,2023,4,공표 후 정밀화,759641.7388707161,789631.3200000001,-29989.581129283994,3.7979219377068265,759641.7388707161,789631.3200000001,-29989.581129283994,3.7979219377068265,26189.04272861292,38107.89872564581,1.0,771560.594867749,-18070.725132251042,2.288501567066899
prior_year_province_anchor,울산,2024,1,1분기+1개월,191047.7411448169,189573.57,1474.1711448168498,0.7776248265076454,825882.308922971,816486.54,9395.76892297098,1.1507561316284505,686058.8427880306,686058.8427880306,0.0,825882.3089229709,9395.768922970863,1.150756131628436
prior_year_province_anchor,울산,2024,2,1~2분기+1개월,393472.97327460384,403510.25,-10037.276725396165,2.487489902771036,815497.8526266565,816486.54,-988.687373343506,0.1210904681102894,679129.2780185967,679129.2780185967,0.0,815497.8526266565,-988.6873733435059,0.12109046811028946
prior_year_province_anchor,울산,2024,3,1~3분기+1개월,597194.6986125617,606232.74,-9038.041387438308,1.4908533952551473,811582.5110254901,816486.54,-4904.028974509914,0.600625819809585,675025.3681458185,678476.1378310893,1.0,815033.2807107609,-1453.259289239184,0.17798937496742862
prior_year_province_anchor,울산,2024,4,공표 후 정밀화,806793.1738210596,816486.54,-9693.3661789404,1.187204651155719,806793.1738210596,816486.54,-9693.3661789404,1.187204651155719,671213.7286157417,674991.4890062278,1.0,810570.9342115456,-5915.605788454413,0.72451969489349
prior_year_province_anchor,울산,2025,1,1분기+1개월,192050.56108457345,191610.06,440.5010845734505,0.2298945496773241,809928.578982755,828878.56,-18949.981017245096,2.2862192282118015,245018.48759214746,244405.42196532694,1.0,809315.5133559345,-19563.04664406553,2.3601824909146556
prior_year_province_anchor,울산,2025,2,1~2분기+1개월,397010.5922337795,404604.16,-7593.5677662204835,1.8767893454729885,813649.1560541017,828878.56,-15229.403945898404,1.8373504492501775,246210.76179844257,244325.7500015504,1.0,811764.1442572095,-17114.41574279056,2.0647675749738967
prior_year_province_anchor,울산,2025,3,1~3분기+1개월,606467.3909193175,613425.63,-6958.239080682513,1.1343248048964816,819419.4733596753,828878.56,-9459.086640324793,1.1411908929487562,248063.50579544296,253134.36865278514,2.0,824490.3362170174,-4388.223782982677,0.5294169730946686
prior_year_province_anchor,울산,2025,4,공표 후 정밀화,819503.9105119138,828878.56,-9374.64948808623,1.131003978204748,819503.9105119138,828878.56,-9374.64948808623,1.131003978204748,248675.06385553975,253845.35812922142,2.0,824674.2047855954,-4204.355214404641,0.5072341615887181
prior_year_province_anchor,충북,2021,1,1분기+1개월,187925.58480354064,187594.8,330.7848035406496,0.1763294097387825,783661.6784762465,802259.58,-18597.90152375342,2.3181900207104316,700557.5220373505,700557.5220373505,0.0,783661.6784762467,-18597.901523753302,2.318190020710417
prior_year_province_anchor,충북,2021,2,1~2분기+1개월,387599.2755027295,385844.84,1754.4355027295533,0.4546997447807137,803272.0630444932,802259.58,1012.483044493245,0.1262039207426161,719503.3340843773,719503.3340843773,0.0,803272.0630444932,1012.483044493245,0.12620392074261613
prior_year_province_anchor,충북,2021,3,1~3분기+1개월,586189.0199784705,591067.37,-4878.350021529477,0.8253458521199498,800169.0201765271,802259.58,-2090.5598234728677,0.2605839650394537,716898.1891869034,716898.1891869034,0.0,800169.0201765271,-2090.5598234728677,0.2605839650394537
prior_year_province_anchor,충북,2021,4,공표 후 정밀화,795220.4360957951,802259.58,-7039.14390420483,0.8774147519939655,795220.4360957951,802259.58,-7039.14390420483,0.8774147519939655,711750.9611596537,711750.9611596537,0.0,795220.4360957951,-7039.14390420483,0.8774147519939655
prior_year_province_anchor,충북,2022,1,1분기+1개월,196287.57178819372,200579.54,-4291.968211806292,2.139783654806613,833378.0588119512,835831.54,-2453.4811880488414,0.293537760976194,751092.809515185,751092.809515185,0.0,833378.0588119512,-2453.4811880488414,0.293537760976194
prior_year_province_anchor,충북,2022,2,1~2분기+1개월,403889.30516682874,417888.29,-13998.9848331713,3.3499346998144643,830018.7097682288,835831.54,-5812.830231771222,0.6954547601507383,748458.1896801463,748458.1896801463,0.0,830018.7097682289,-5812.830231771106,0.6954547601507244
prior_year_province_anchor,충북,2022,3,1~3분기+1개월,611671.0623191001,628756.72,-17085.657680899836,2.717371781076127,830763.6060814757,835831.54,-5067.933918524301,0.6063343719386685,748787.1536210618,748787.1536210618,0.0,830763.6060814759,-5067.933918524184,0.6063343719386546
prior_year_province_anchor,충북,2022,4,공표 후 정밀화,823449.6532709533,835831.54,-12381.886729046702,1.48138543910974,823449.6532709533,835831.54,-12381.886729046702,1.48138543910974,741914.7982137459,741914.7982137459,0.0,823449.6532709533,-12381.886729046702,1.4813854391097399
prior_year_province_anchor,충북,2023,1,1분기+1개월,198494.023133457,195971.39,2522.633133456984,1.2872456196065067,836636.0010043168,829573.51,7062.491004316835,0.8513399860510051,389236.05057771684,389236.05057771684,0.0,836636.0010043168,7062.491004316835,0.8513399860510051
prior_year_province_anchor,충북,2023,2,1~2분기+1개월,411141.679066657,410610.15,531.529066656949,0.1294485941608966,839877.0758313802,829573.51,10303.565831380198,1.2420316834104548,384670.3358924701,384670.3358924701,0.0,839877.0758313802,10303.565831380198,1.2420316834104548
prior_year_province_anchor,충북,2023,3,1~3분기+1개월,624989.0687162465,615568.54,9420.52871624648,1.5303785206837377,842739.4076515266,829573.51,13165.897651526611,1.5870682335947073,383670.81832788145,383670.81832788145,0.0,842739.4076515266,13165.897651526611,1.5870682335947073
prior_year_province_anchor,충북,2023,4,공표 후 정밀화,847319.0828880136,829573.51,17745.572888013558,2.1391200025195545,847319.0828880136,829573.51,17745.572888013558,2.1391200025195545,380498.8112165071,380498.8112165071,0.0,847319.0828880137,17745.572888013674,2.1391200025195687
prior_year_province_anchor,충북,2024,1,1분기+1개월,203628.9756022226,193315.96,10313.015602222617,5.3347978109115335,871861.6140270142,817464.49,54397.12402701424,6.65437149777775,784798.3085060616,784798.3085060616,0.0,871861.6140270142,54397.124027014244,6.65437149777775
prior_year_province_anchor,충북,2024,2,1~2분기+1개월,417308.7285949191,400243.85,17064.878594919108,4.263620439119578,861286.20020631,817464.49,43821.71020631003,5.360686701670678,776374.1378554865,776374.1378554865,0.0,861286.20020631,43821.71020631003,5.360686701670678
prior_year_province_anchor,충북,2024,3,1~3분기+1개월,630862.0874973808,607947.95,22914.13749738084,3.769095281492576,856289.4818475227,817464.49,38824.99184752267,4.7494407796872835,771260.0044626084,771260.0044626084,0.0,856289.4818475225,38824.99184752256,4.749440779687268
prior_year_province_anchor,충북,2024,4,공표 후 정밀화,850780.8083452506,817464.49,33316.31834525056,4.075567654963283,850780.8083452506,817464.49,33316.31834525056,4.075567654963283,766360.1099706296,766360.1099706296,0.0,850780.8083452504,33316.318345250445,4.075567654963269
prior_year_province_anchor,충북,2025,1,1분기+1개월,195674.8180994186,196701.99,-1027.171900581394,0.5221970050132151,818912.8933914974,853932.46,-35019.56660850253,4.1009761601640635,733316.9532514473,742568.4525545243,1.0,828164.3926945745,-25768.067305425415,3.017576742009013
prior_year_province_anchor,충북,2025,2,1~2분기+1개월,402196.0934305945,416647.64,-14451.546569405533,3.4685295635913196,821325.9246886363,853932.46,-32606.535311363637,3.81839745398174,736794.4994677682,736794.4994677682,0.0,821325.9246886363,-32606.535311363637,3.8183974539817402
prior_year_province_anchor,충북,2025,3,1~3분기+1개월,611605.1661218149,632438.14,-20832.97387818515,3.2940729789296306,825909.5092074655,853932.46,-28022.95079253451,3.2816355045848136,740879.7013378657,593500.5715087884,1.0,678530.379378388,-175402.0806216119,20.540509798820846
prior_year_province_anchor,충북,2025,4,공표 후 정밀화,825454.7159814626,853932.46,-28477.74401853734,3.334894192748844,825454.7159814626,853932.46,-28477.74401853734,3.334894192748844,740628.1425776472,541723.8297916328,1.0,626550.4031954482,-227382.05680455174,26.627639474502672
prior_year_province_anchor,세종,2021,1,1분기+1개월,35124.72133195703,37007.72,-1882.998668042972,5.0881239591171035,146335.1781858054,150407.63,-4072.451814194618,2.7076098560921524,88099.95272440728,88099.95272440728,0.0,146335.1781858054,-4072.4518141946173,2.7076098560921524
prior_year_province_anchor,세종,2021,2,1~2분기+1개월,71877.50839667194,74996.08,-3118.5716033280623,4.158312812253737,147909.2627648739,150407.63,-2498.3672351260902,1.661064159528403,88236.83133719198,88236.83133719198,0.0,147909.2627648739,-2498.3672351260902,1.661064159528403
prior_year_province_anchor,세종,2021,3,1~3분기+1개월,107858.399214427,111361.66,-3503.260785573002,3.1458410242564647,146782.46469564136,150407.63,-3625.165304358641,2.410226997366185,87405.47635381561,87405.47635381561,0.0,146782.46469564136,-3625.165304358641,2.410226997366185
prior_year_province_anchor,세종,2021,4,공표 후 정밀화,145606.91664073692,150407.63,-4800.713359263085,3.191801745206068,145606.91664073692,150407.63,-4800.713359263085,3.191801745206068,86568.78558136073,86568.78558136073,0.0,145606.91664073692,-4800.713359263085,3.191801745206068
prior_year_province_anchor,세종,2022,1,1분기+1개월,37402.47831981339,37888.74,-486.26168018660974,1.28339364198073,158596.8172970951,153748.2,4848.617297095101,3.153609146055109,110855.4909457996,108905.84234603176,1.0,156647.1686973273,2898.9686973272765,1.8855301703221736
prior_year_province_anchor,세종,2022,2,1~2분기+1개월,76245.04802317474,76618.76,-373.7119768252596,0.4877551879268989,156744.00472458338,153748.2,2995.804724583373,1.9485136896453896,109220.38951207609,109671.38649235608,1.0,157195.00170486333,3446.801704863319,2.241848493096712
prior_year_province_anchor,세종,2022,3,1~3분기+1개월,114520.11981666429,114009.54,510.5798166642926,0.4478395550620523,155765.690866525,153748.2,2017.4908665249825,1.312204543874323,108156.37652564074,109238.7213116773,1.0,156848.03565256158,3099.8356525615673,2.016176873980682
prior_year_province_anchor,세종,2022,4,공표 후 정밀화,154029.580144324,153748.2,281.38014432397904,0.1830136185815372,154029.580144324,153748.2,281.38014432397904,0.1830136185815372,107002.49585036046,109204.60257272606,1.0,156231.68686668962,2483.4868666896073,1.6152949216248431
prior_year_province_anchor,세종,2023,1,1분기+1개월,37761.01871738866,37955.72,-194.70128261134232,0.5129695408527155,159470.64546082306,155240.74,4229.905460823065,2.724739305431722,114030.89532203521,111970.71826881719,1.0,157410.46840760505,2169.7284076050564,1.397653997014609
prior_year_province_anchor,세종,2023,2,1~2분기+1개월,77028.24314932225,77643.97,-615.7268506777473,0.7930130964165629,157936.8511818891,155240.74,2696.1111818891077,1.7367291484755278,111713.71929412513,109300.53441443914,1.0,155523.6663022031,282.92630220312276,0.18225003449682267
prior_year_province_anchor,세종,2023,3,1~3분기+1개월,115841.2721870633,115439.11,402.1621870632953,0.3483760287681491,156955.747467499,155240.74,1715.0074674990028,1.104740590323779,110378.76620320368,108820.99127167216,1.0,155397.9725359675,157.23253596751601,0.10128303689322533
prior_year_province_anchor,세종,2023,4,공표 후 정밀화,156041.4838443782,155240.74,800.7438443782157,0.5158077991500272,156041.4838443782,155240.74,800.7438443782157,0.5158077991500272,108733.0601814602,107419.70320551164,1.0,154728.12686842962,-512.6131315703678,0.3302052873300964
prior_year_province_anchor,세종,2024,1,1분기+1개월,38899.81905998361,39202.91,-303.0909400163946,0.773133780161714,164220.6581142784,156016.03,8204.6281142784,5.258836617159403,115782.19819827752,106796.32419212295,1.0,155234.78410812386,-781.2458918761404,0.5007471936544856
prior_year_province_anchor,세종,2024,2,1~2분기+1개월,78830.2963050031,78537.29000000001,293.0063050030876,0.3730792149857572,161825.22624139048,156016.03,5809.196241390484,3.723461134981119,114182.71303480581,103275.49015779761,2.0,150918.00336438228,-5098.026635617716,3.267630022131518
prior_year_province_anchor,세종,2024,3,1~3분기+1개월,117959.23349216886,116848.25,1110.9834921688598,0.950791725309416,159913.30927482905,156016.03,3897.279274829052,2.4979992599664613,112522.08131510635,106548.12004443147,1.0,153939.34800415416,-2076.6819958458364,1.3310696316563346
prior_year_province_anchor,세종,2024,4,공표 후 정밀화,158213.30424770436,156016.03,2197.274247704365,1.408364414672239,158213.30424770436,156016.03,2197.274247704365,1.408364414672239,111145.36402543627,108062.71402441966,1.0,155130.6542466877,-885.3757533122844,0.5674902465549754
prior_year_province_anchor,세종,2025,1,1분기+1개월,38496.32332560615,39703.29,-1206.9666743938506,3.039966396723925,159404.09814349443,156621.21,2782.888143494434,1.7768271254541033,0.0,0.0,0.0,159404.09814349443,2782.888143494434,1.7768271254541033
prior_year_province_anchor,세종,2025,2,1~2분기+1개월,77987.96984065147,79158.0,-1170.0301593485349,1.4780946453277428,158723.27354942198,156621.21,2102.0635494219896,1.3421321093241392,0.0,0.0,0.0,158723.27354942198,2102.0635494219896,1.3421321093241392
prior_year_province_anchor,세종,2025,3,1~3분기+1개월,117240.76438082191,117418.25,-177.48561917807092,0.1511567572997135,158249.43700099387,156621.21,1628.2270009938802,1.039595467940696,0.0,0.0,0.0,158249.43700099387,1628.2270009938802,1.039595467940696
prior_year_province_anchor,세종,2025,4,공표 후 정밀화,157459.94486675988,156621.21,838.7348667598853,0.535518060906237,157459.94486675988,156621.21,838.7348667598853,0.535518060906237,0.0,0.0,0.0,157459.94486675988,838.7348667598853,0.535518060906237
