monthly_rows,tracks,years_min,years_max,sigungu_count,activity_count,indicator_rows_pct,fallback_equal_split_rows_pct,max_abs_quarter_reaggregation_error_eok,bad_quarter_cells_gt_1won_equiv,bad_month_count_cells,bad_month_share_sum_cells,negative_month_value_cells
357240,2,2021,2025,229,13,6.4528048370843125,93.54719516291568,2.9103830456733704e-11,0,0,0,0
