track,quarter_region,activity,available_quarters,year,selected_route_id,selected_basis,baseline_predicted_eok,selected_predicted_eok,official_annual_eok,baseline_error_eok,selected_error_eok,baseline_abs_error_eok,selected_abs_error_eok,baseline_ape_pct,selected_ape_pct,target_candidate_ape_pct_if_adopted
prior_year_province_anchor,대구,건설업,3,2024,regional_construction_orders_bok_12_24q,prior_positive_improvement_574.434_eok,39499.71634908728,27068.302602734195,31555.25,7944.4663490872845,-4486.947397265805,7944.4663490872845,4486.947397265805,25.176369539418275,14.219337185621427,14.219337185621429
prior_year_province_anchor,대구,건설업,3,2025,regional_construction_orders_bok_12_24q,prior_positive_improvement_4031.953_eok,28473.61347470746,21800.456844886772,25481.89,2991.7234747074617,-3681.4331551132273,2991.7234747074617,3681.4331551132273,11.740587039295209,14.447253147679499,14.4472531476795
prior_year_province_anchor,대구,건설업,4,2021,baseline,no_prior_positive_route,36719.8454828078,36719.8454828078,41049.64,-4329.7945171921965,-4329.7945171921965,4329.7945171921965,4329.7945171921965,10.54770399251296,10.54770399251296,
prior_year_province_anchor,대구,건설업,4,2022,regional_construction_orders_bok_12_24q,prior_positive_improvement_1244.627_eok,41456.56356672509,40300.450481588814,41365.55,91.013566725087,-1065.099518411189,91.013566725087,1065.099518411189,0.2200226196075889,2.5748467466555836,2.5748467466555836
prior_year_province_anchor,대구,건설업,4,2024,regional_construction_orders_bok_12_24q,prior_positive_improvement_270.541_eok,38927.34928201584,26637.49160235923,31555.25,7372.099282015843,-4917.758397640766,7372.099282015843,4917.758397640766,23.362512678606073,15.584596533511114,15.584596533511114
prior_year_province_anchor,대구,건설업,4,2025,regional_construction_orders_bok_12_24q,prior_positive_improvement_2724.882_eok,28655.84994117612,23325.82854040494,25481.89,3173.959941176123,-2156.061459595061,3173.959941176123,2156.061459595061,12.455747753310774,8.46115205581321,8.46115205581321
prior_year_province_anchor,대구,"광업, 제조업",1,2021,baseline,no_prior_positive_route,118942.53433572134,118942.53433572134,121066.7,-2124.1656642786547,-2124.1656642786547,2124.1656642786547,2124.1656642786547,1.7545416404995386,1.7545416404995386,
prior_year_province_anchor,대구,"광업, 제조업",1,2022,baseline,no_prior_positive_route,126206.0744753496,126206.0744753496,126425.64,-219.56552465040295,-219.56552465040295,219.56552465040295,219.56552465040295,0.1736716734440916,0.17367167344409168,
prior_year_province_anchor,대구,"광업, 제조업",1,2024,baseline,no_prior_positive_route,132927.7268156528,132927.7268156528,123123.4,9804.326815652808,9804.326815652808,9804.326815652808,9804.326815652808,7.963008506630589,7.963008506630591,
prior_year_province_anchor,대구,"광업, 제조업",1,2025,regional_manufacturing_production_index,prior_positive_improvement_7067.092_eok,123763.7816347726,114541.44294547498,121818.03,1945.751634772605,-7276.587054525022,1945.751634772605,7276.587054525022,1.5972607952801443,5.973325175694454,5.973325175694454
prior_year_province_anchor,대구,"광업, 제조업",2,2021,baseline,no_prior_positive_route,123976.58485647343,123976.58485647343,121066.7,2909.884856473436,2909.884856473436,2909.884856473436,2909.884856473436,2.4035385919277856,2.403538591927785,
prior_year_province_anchor,대구,"광업, 제조업",2,2022,baseline,no_prior_positive_route,125863.16203337174,125863.16203337174,126425.64,-562.4779666282557,-562.4779666282557,562.4779666282557,562.4779666282557,0.444908142547869,0.44490814254786903,
prior_year_province_anchor,대구,"광업, 제조업",2,2024,baseline,no_prior_positive_route,131175.56490075035,131175.56490075035,123123.4,8052.164900750358,8052.164900750358,8052.164900750358,8052.164900750358,6.539914346704492,6.539914346704492,
prior_year_province_anchor,대구,"광업, 제조업",2,2025,regional_manufacturing_production_index,prior_positive_improvement_140.457_eok,124991.6677356822,97167.01513692032,121818.03,3173.637735682205,-24651.01486307969,3173.637735682205,24651.01486307969,2.605228253717619,20.235932942832594,20.23593294283259
prior_year_province_anchor,대구,"광업, 제조업",3,2021,baseline,no_prior_positive_route,122863.63773734988,122863.63773734988,121066.7,1796.937737349872,1796.937737349872,1796.937737349872,1796.937737349872,1.4842543303401117,1.4842543303401117,
prior_year_province_anchor,대구,"광업, 제조업",3,2022,baseline,no_prior_positive_route,125911.1847652982,125911.1847652982,126425.64,-514.4552347018034,-514.4552347018034,514.4552347018034,514.4552347018034,0.4069231800620533,0.40692318006205336,
prior_year_province_anchor,대구,"광업, 제조업",3,2024,baseline,no_prior_positive_route,130144.71896860498,130144.71896860498,123123.4,7021.318968604988,7021.318968604988,7021.318968604988,7021.318968604988,5.702668191915581,5.702668191915581,
