track,quarter_region,available_quarters,operating_label,years,annualized_abs_error_sum_eok,annualized_wape_pct,annualized_max_ape_pct,cumulative_wape_pct,cumulative_max_ape_pct
recursive_no_target_actual,대구,1,1분기+1개월,5,113910.97812745336,3.4267322938110865,5.858441628558461,1.3207681418406363,3.2453750251359224
recursive_no_target_actual,대구,2,1~2분기+1개월,5,88971.08203682676,2.676476710521998,5.524776689254772,1.5888308755637701,4.838988584481707
recursive_no_target_actual,대구,3,1~3분기+1개월,5,89431.85331273242,2.6903378838449052,6.030319394106825,1.9890790186084841,5.27913016759347
recursive_no_target_actual,대구,4,공표 후 정밀화,5,82435.72417366889,2.479876503856773,6.086156908902212,2.479876503856773,6.086156908902212
recursive_no_target_actual,대전,1,1분기+1개월,5,15555.382452458667,0.6295560755509532,1.4566437786648507,0.724489928106702,1.140991357377935
recursive_no_target_actual,대전,2,1~2분기+1개월,5,15891.503691899998,0.6431595449004683,1.542431260229558,0.48675800563599425,1.1510769754995236
recursive_no_target_actual,대전,3,1~3분기+1개월,5,19743.442330042366,0.7990548679311597,1.5574372556445442,0.7266824302243525,1.5218003419902824
recursive_no_target_actual,대전,4,공표 후 정밀화,5,21041.47799532453,0.8515888536340342,1.6844255710144769,0.8515888536340342,1.6844255710144769
recursive_no_target_actual,부산,1,1분기+1개월,5,43224.105689191376,0.8228816010560764,1.574280231075114,0.96174546252561,1.757603540533639
recursive_no_target_actual,부산,2,1~2분기+1개월,5,46603.689732066705,0.8872206425183095,1.6271658791572854,0.8042638854341575,1.773985486576766
recursive_no_target_actual,부산,3,1~3분기+1개월,5,44205.0379954722,0.8415561608612975,1.8046080704687784,0.7810535214494126,1.6153461220555818
recursive_no_target_actual,부산,4,공표 후 정밀화,5,43276.58420442871,0.8238806640546279,1.7992129734931264,0.8238806640546279,1.7992129734931264
recursive_no_target_actual,서울,1,1분기+1개월,5,357638.5227467958,1.4042762029342788,2.699991199322732,0.22817001466031167,0.4655177018747924
recursive_no_target_actual,서울,2,1~2분기+1개월,5,182426.85413181782,0.7163034006122594,1.4281002654974093,0.5948739935951396,0.8481970292966561
recursive_no_target_actual,서울,3,1~3분기+1개월,5,118305.30795214977,0.46452861778437676,0.8704372495819851,0.4389667246250362,0.8173109643125285
