track,quarter_region,year,available_quarters,operating_label,predicted_cumulative_grdp_eok,official_cumulative_grdp_eok,cumulative_error_eok,cumulative_ape_pct,annualized_predicted_grdp_eok,official_annual_grdp_eok,annualized_error_eok,annualized_ape_pct,baseline_main_pred,selected_main_pred,adopted_main_rows,routed_annualized_predicted_grdp_eok,routed_annualized_error_eok,routed_annualized_ape_pct
prior_year_province_anchor,대구,2023,3,1~3분기+1개월,503670.32588126895,500818.11,2852.2158812689595,0.5695113304247243,682150.2178981423,671610.1,10540.117898142316,1.5693804929589823,459407.8035354734,454433.55114864866,1.0,677175.9655113176,5565.865511317621,0.8287346350684156
prior_year_province_anchor,대구,2023,4,공표 후 정밀화,680965.9529891866,671610.1,9355.85298918665,1.393048286377267,680965.9529891866,671610.1,9355.85298918665,1.393048286377267,456049.772128419,456049.772128419,0.0,680965.9529891866,9355.85298918665,1.393048286377267
prior_year_province_anchor,대구,2024,1,1분기+1개월,166527.16916310776,169327.34,-2800.170836892241,1.6537027256745669,699082.3912037464,666316.1799999999,32766.211203746498,4.917516966756908,643758.9825614274,614326.1383182032,3.0,669649.5469605222,3333.366960522253,0.5002680500002646
prior_year_province_anchor,대구,2024,2,1~2분기+1개월,337701.24894885963,337140.47,560.7789488596609,0.1663339167972509,691945.6728287525,666316.1799999999,25629.492828752613,3.846446116429683,637989.2477195984,615337.3710808258,3.0,669293.79618998,2977.6161899800645,0.4468773653342869
prior_year_province_anchor,대구,2024,3,1~3분기+1개월,508737.3151405953,500725.91,8011.405140595336,1.5999581768387692,689079.1541472796,666316.1799999999,22762.97414727963,3.416242143073823,635048.1189613212,610485.7974931338,3.0,664516.8326790922,-1799.3473209077492,0.27004406840424455
prior_year_province_anchor,대구,2024,4,공표 후 정밀화,685411.1729187077,666316.1799999999,19094.99291870778,2.8657555514722426,685411.1729187077,666316.1799999999,19094.99291870778,2.8657555514722426,631766.9795802739,608204.8136154418,3.0,661849.0069538757,-4467.173046124284,0.6704284212525478
prior_year_province_anchor,대구,2025,1,1분기+1개월,163071.59448827402,163026.1,45.4944882740092,0.0279062605766863,672195.2657656932,659089.7100000001,13105.555765693076,1.9884327682331857,619530.4930648033,619530.4930648033,0.0,672195.2657656932,13105.555765693076,1.9884327682331855
prior_year_province_anchor,대구,2025,2,1~2분기+1개월,330841.5514129591,326230.93000000005,4610.621412959066,1.413299901685921,672542.2119742498,659089.7100000001,13452.501974249724,2.041072978403763,620532.4053402517,620532.4053402517,0.0,672542.2119742498,13452.501974249724,2.041072978403763
prior_year_province_anchor,대구,2025,3,1~3분기+1개월,500896.1702609202,491934.8400000001,8961.330260920106,1.821649847146444,675738.7373343341,659089.7100000001,16649.02733433398,2.5260639153862647,623422.2898845383,610245.1270507845,1.0,662561.5745005803,3471.864500580239,0.5267666067158352
prior_year_province_anchor,대구,2025,4,공표 후 정밀화,676032.9123069468,659089.7100000001,16943.20230694674,2.5706974407090555,676032.9123069468,659089.7100000001,16943.20230694674,2.5706974407090555,623841.5093035114,606147.9480215409,2.0,658339.3510249763,-750.3589750237297,0.11384777574872616
prior_year_province_anchor,인천,2021,1,1분기+1개월,235091.7180662887,237709.45,-2617.7319337113004,1.101231748973926,976966.419549986,997815.76,-20849.34045001387,2.0894980101350447,616913.0130501569,634077.6089845134,1.0,994131.0154843426,-3684.744515657425,0.3692810500064085
prior_year_province_anchor,인천,2021,2,1~2분기+1개월,485440.60714854527,489078.42,-3637.812851454771,0.7438097251264473,999753.7663351928,997815.76,1938.0063351928256,0.1942248672433101,628189.7086832474,644562.6560598097,1.0,1016126.7137117551,18310.953711755108,1.8351036780332182
prior_year_province_anchor,인천,2021,3,1~3분기+1개월,734534.3962501258,735546.39,-1011.9937498741784,0.1375839462517351,999617.9489208006,997815.76,1802.188920800574,0.1806133950821316,631057.3782668884,647459.6496802992,1.0,1016020.2203342114,18204.460334211355,1.8244310286511565
