track,available_quarters,operating_label,activity,rows,sido_years,wape_pct,max_ape_pct,over10_rows,over20_rows
prior_year_province_anchor,4,공표 후 정밀화,금융 및 보험업,85,85,2.069688885433279,6.035803339377814,0,0
prior_year_province_anchor,4,공표 후 정밀화,기타산업 및 순생산물세,85,85,1.5289703494941598,8.655485003145902,0,0
prior_year_province_anchor,4,공표 후 정밀화,도매 및 소매업,85,85,1.13153636130752,7.258081272591736,0,0
prior_year_province_anchor,4,공표 후 정밀화,문화 및 기타서비스업,85,85,2.3361780780300134,11.481759714898676,2,0
prior_year_province_anchor,4,공표 후 정밀화,보건 및 사회복지업,85,85,1.336629989597583,15.865935686726363,1,0
prior_year_province_anchor,4,공표 후 정밀화,부동산업,85,85,1.565630667606099,9.481278202226587,0,0
prior_year_province_anchor,4,공표 후 정밀화,사업서비스업,85,85,1.4606452666430731,17.996791531845655,3,0
prior_year_province_anchor,4,공표 후 정밀화,서비스업,85,85,0.7974416502945092,7.0470326631682205,0,0
prior_year_province_anchor,4,공표 후 정밀화,숙박 및 음식점업,85,85,2.5332596502828637,11.723950050974286,1,0
prior_year_province_anchor,4,공표 후 정밀화,운수 및 창고업,85,85,5.143061981220185,26.190314805860098,12,3
prior_year_province_anchor,4,공표 후 정밀화,정보통신업,85,85,1.7504265748880778,24.329520454539033,9,1
recursive_no_target_actual,1,1분기+1개월,건설업,85,85,8.324071905898895,37.21877155479623,28,6
recursive_no_target_actual,1,1분기+1개월,"공공 행정, 국방·사회보장",85,85,1.3430722044014582,6.094637109703897,0,0
recursive_no_target_actual,1,1분기+1개월,"광업, 제조업",85,85,4.32977107474797,21.26127054072196,10,1
recursive_no_target_actual,1,1분기+1개월,교육 서비스업,85,85,1.2440110768921386,7.107119998425714,0,0
recursive_no_target_actual,1,1분기+1개월,금융 및 보험업,85,85,2.466610171458396,14.156017104919218,1,0
recursive_no_target_actual,1,1분기+1개월,기타산업 및 순생산물세,85,85,2.2509929150702765,10.945425746087269,2,0
recursive_no_target_actual,1,1분기+1개월,도매 및 소매업,85,85,2.9479362918355965,11.890159270755984,5,0
recursive_no_target_actual,1,1분기+1개월,문화 및 기타서비스업,85,85,4.70655629011503,15.310748585875324,5,0
recursive_no_target_actual,1,1분기+1개월,보건 및 사회복지업,85,85,2.686468033780797,19.280371819375866,1,0
recursive_no_target_actual,1,1분기+1개월,부동산업,85,85,1.921952878022723,12.315637695066112,1,0
recursive_no_target_actual,1,1분기+1개월,사업서비스업,85,85,2.754229848139662,20.439728951149604,6,1
recursive_no_target_actual,1,1분기+1개월,서비스업,85,85,2.044876423077066,7.881791525791597,0,0
recursive_no_target_actual,1,1분기+1개월,숙박 및 음식점업,85,85,9.581485973855303,24.92932032115022,35,11
recursive_no_target_actual,1,1분기+1개월,운수 및 창고업,85,85,10.525348516328116,46.93458685576733,33,7
recursive_no_target_actual,1,1분기+1개월,정보통신업,85,85,3.713286617109208,29.23185575158965,20,4
recursive_no_target_actual,2,1~2분기+1개월,건설업,85,85,8.164908151185333,38.89439869774693,30,6
recursive_no_target_actual,2,1~2분기+1개월,"공공 행정, 국방·사회보장",85,85,1.3186262290574564,5.931854450687067,0,0
recursive_no_target_actual,2,1~2분기+1개월,"광업, 제조업",85,85,4.018689438057438,19.66288783243419,10,0
recursive_no_target_actual,2,1~2분기+1개월,교육 서비스업,85,85,1.0536799702528183,7.277629649839783,0,0
recursive_no_target_actual,2,1~2분기+1개월,금융 및 보험업,85,85,2.338331103376193,13.616138313099716,1,0
recursive_no_target_actual,2,1~2분기+1개월,기타산업 및 순생산물세,85,85,1.567066333477304,9.53590421626914,0,0
recursive_no_target_actual,2,1~2분기+1개월,도매 및 소매업,85,85,2.045515594485063,10.734844766181569,2,0
recursive_no_target_actual,2,1~2분기+1개월,문화 및 기타서비스업,85,85,3.311448414916386,15.173075375597785,4,0
recursive_no_target_actual,2,1~2분기+1개월,보건 및 사회복지업,85,85,2.112020067791409,17.370167141078692,1,0
recursive_no_target_actual,2,1~2분기+1개월,부동산업,85,85,1.8349262021115607,12.254810819014226,1,0
recursive_no_target_actual,2,1~2분기+1개월,사업서비스업,85,85,2.2947334137680464,17.85864595047189,6,0
recursive_no_target_actual,2,1~2분기+1개월,서비스업,85,85,1.4311036872172584,7.032342773622751,0,0
recursive_no_target_actual,2,1~2분기+1개월,숙박 및 음식점업,85,85,5.700300658078214,18.24241180541811,17,0
recursive_no_target_actual,2,1~2분기+1개월,운수 및 창고업,85,85,8.933464659682569,39.442941942376585,21,6
recursive_no_target_actual,2,1~2분기+1개월,정보통신업,85,85,3.0463585148208723,30.512391083384244,19,4
recursive_no_target_actual,3,1~3분기+1개월,건설업,85,85,8.068610737972689,41.20242188898811,30,4
recursive_no_target_actual,3,1~3분기+1개월,"공공 행정, 국방·사회보장",85,85,1.3266281440723633,5.9374692097122255,0,0
recursive_no_target_actual,3,1~3분기+1개월,"광업, 제조업",85,85,3.8025778467939335,18.72251451485661,10,0
recursive_no_target_actual,3,1~3분기+1개월,교육 서비스업,85,85,0.9917985098035675,6.9509090192831575,0,0
recursive_no_target_actual,3,1~3분기+1개월,금융 및 보험업,85,85,1.9589770994599565,13.100518513269812,1,0
recursive_no_target_actual,3,1~3분기+1개월,기타산업 및 순생산물세,85,85,1.6218217588156534,9.350116148640716,0,0
recursive_no_target_actual,3,1~3분기+1개월,도매 및 소매업,85,85,1.5156324404876607,10.57764911532696,1,0
recursive_no_target_actual,3,1~3분기+1개월,문화 및 기타서비스업,85,85,2.9773159543507948,14.415974072680584,4,0
recursive_no_target_actual,3,1~3분기+1개월,보건 및 사회복지업,85,85,1.8645695061144718,16.450185625742584,1,0
recursive_no_target_actual,3,1~3분기+1개월,부동산업,85,85,1.6871302209130472,12.686192299921824,1,0
recursive_no_target_actual,3,1~3분기+1개월,사업서비스업,85,85,2.058334093473796,18.018208806888115,4,0
recursive_no_target_actual,3,1~3분기+1개월,서비스업,85,85,1.2466048589578527,6.680867555031717,0,0
recursive_no_target_actual,3,1~3분기+1개월,숙박 및 음식점업,85,85,4.592722890491945,14.34580682818556,10,0
recursive_no_target_actual,3,1~3분기+1개월,운수 및 창고업,85,85,8.83068224870382,37.73946556188471,23,5
recursive_no_target_actual,3,1~3분기+1개월,정보통신업,85,85,2.72029683026981,30.55634733882125,17,4
recursive_no_target_actual,4,공표 후 정밀화,건설업,85,85,7.983307121472588,42.106143871613355,33,5
recursive_no_target_actual,4,공표 후 정밀화,"공공 행정, 국방·사회보장",85,85,1.3120087693853266,5.732752701378071,0,0
recursive_no_target_actual,4,공표 후 정밀화,"광업, 제조업",85,85,3.753744320472662,17.92834679753432,8,0
recursive_no_target_actual,4,공표 후 정밀화,교육 서비스업,85,85,0.9760567449327301,6.821547333090922,0,0
recursive_no_target_actual,4,공표 후 정밀화,금융 및 보험업,85,85,1.7242894474901298,13.557374830896984,1,0
recursive_no_target_actual,4,공표 후 정밀화,기타산업 및 순생산물세,85,85,1.597826922635363,8.655485003145902,0,0
recursive_no_target_actual,4,공표 후 정밀화,도매 및 소매업,85,85,1.3204576745660859,10.42522097535622,1,0
recursive_no_target_actual,4,공표 후 정밀화,문화 및 기타서비스업,85,85,2.8581596970742735,14.81194989080686,4,0
recursive_no_target_actual,4,공표 후 정밀화,보건 및 사회복지업,85,85,1.8081878183714941,15.865935686726363,1,0
recursive_no_target_actual,4,공표 후 정밀화,부동산업,85,85,1.6655874302538645,13.199147496688832,1,0
recursive_no_target_actual,4,공표 후 정밀화,사업서비스업,85,85,2.045472202145815,17.996791531845655,5,0
recursive_no_target_actual,4,공표 후 정밀화,서비스업,85,85,1.0213518238714059,7.0470326631682205,0,0
recursive_no_target_actual,4,공표 후 정밀화,숙박 및 음식점업,85,85,3.6897122563665903,11.723950050974286,2,0
recursive_no_target_actual,4,공표 후 정밀화,운수 및 창고업,85,85,8.761503692360574,36.09760300996858,22,5
recursive_no_target_actual,4,공표 후 정밀화,정보통신업,85,85,2.612169901266136,30.55590266938818,17,4
