quarter_region,activity,route_id,year,available_quarters,candidate_cumulative_eok,candidate_annualized_eok,official_annual_eok,candidate_annualized_error_eok,candidate_annualized_ape_pct,track,annualized_predicted_eok,annualized_error_eok,annualized_ape_pct,candidate_abs_error_eok,baseline_abs_error_eok,improves,error_reduction_eok,selected_predicted_eok,selected_error_eok,selected_route_id,selected_abs_error_eok,selected_ape_pct
인천,서비스업,regional_service_production_index_T,2021,2,270777.3835199999,537523.341975186,560661.29,-23137.948024814017,4.126903076332239,recursive_no_target_actual,564882.179494369,4220.889494368923,0.7528412554340825,23137.948024814017,4220.889494368923,False,-18917.058530445094,564882.179494369,4220.889494368923,baseline,4220.889494368923,0.7528412554340825
인천,서비스업,regional_service_production_index_T,2021,3,408881.99687999993,546999.3269297658,560661.29,-13661.963070234284,2.43675875504697,recursive_no_target_actual,567363.2851240771,6701.995124077075,1.1953732571901077,13661.963070234284,6701.995124077075,False,-6959.967946157209,567363.2851240771,6701.995124077075,baseline,6701.995124077075,1.1953732571901075
인천,서비스업,regional_service_production_index_T,2021,4,555134.3750399998,555134.3750399998,560661.29,-5526.914960000198,0.985785011125023,recursive_no_target_actual,568465.9166497674,7804.626649767393,1.3920395056643544,5526.914960000198,7804.626649767393,True,2277.711689767195,555134.3750399998,-5526.914960000198,regional_service_production_index_T,5526.914960000198,0.985785011125023
인천,서비스업,regional_service_production_index_T,2022,1,142908.2838013699,603521.760516529,614421.52,-10899.759483471047,1.773987259344537,recursive_no_target_actual,582524.0363779805,-31897.48362201953,5.191465888437555,10899.759483471047,31897.48362201953,True,20997.72413854848,603521.760516529,-10899.759483471047,regional_service_production_index_T,10899.759483471047,1.773987259344537
인천,서비스업,regional_service_production_index_T,2022,2,298022.7453938357,610991.465982949,614421.52,-3430.0540170510067,0.5582574674550798,recursive_no_target_actual,584401.0322681825,-30020.487731817528,4.885975955369781,3430.0540170510067,30020.487731817528,True,26590.43371476652,610991.465982949,-3430.0540170510067,regional_service_production_index_T,3430.0540170510067,0.5582574674550798
인천,서비스업,regional_service_production_index_T,2022,3,456017.3163527398,619129.4550813684,614421.52,4707.935081368429,0.7662386371767104,recursive_no_target_actual,586216.5072999886,-28205.01270001137,4.59049883213911,4707.935081368429,28205.01270001137,True,23497.077618642943,619129.4550813684,4707.935081368429,regional_service_production_index_T,4707.935081368429,0.7662386371767104
인천,서비스업,regional_service_production_index_T,2022,4,618263.4773287673,618263.4773287673,614421.52,3841.957328767283,0.6252966739783598,recursive_no_target_actual,585460.8893810512,-28960.63061894884,4.713479211950265,3841.957328767283,28960.63061894884,True,25118.673290181556,618263.4773287673,3841.957328767283,regional_service_production_index_T,3841.957328767283,0.6252966739783598
인천,서비스업,regional_service_production_index_T,2023,1,157421.66273291924,681052.6445297505,680302.39,750.2545297504403,0.11028250683500322,recursive_no_target_actual,631339.9282386574,-48962.461761342594,7.19716150950794,750.2545297504403,48962.461761342594,True,48212.207231592154,681052.6445297505,750.2545297504403,regional_service_production_index_T,750.2545297504403,0.11028250683500322
인천,서비스업,regional_service_production_index_T,2023,2,323021.07417923695,670123.7930971008,680302.39,-10178.596902899211,1.4961871444989647,recursive_no_target_actual,632986.6090920657,-47315.7809079343,6.95511019855954,10178.596902899211,47315.7809079343,True,37137.18400503509,670123.7930971008,-10178.596902899211,regional_service_production_index_T,10178.596902899211,1.4961871444989647
인천,서비스업,regional_service_production_index_T,2023,3,490801.2186157942,665423.1258706768,680302.39,-14879.264129323186,2.187154469547459,recursive_no_target_actual,634852.2883503847,-45450.10164961533,6.680867555031717,14879.264129323186,45450.10164961533,True,30570.837520292145,665423.1258706768,-14879.264129323186,regional_service_production_index_T,14879.264129323186,2.187154469547459
인천,서비스업,regional_service_production_index_T,2023,4,660216.9127950311,660216.9127950311,680302.39,-20085.47720496892,2.9524337265622305,recursive_no_target_actual,632361.258368386,-47941.13163161406,7.0470326631682205,20085.47720496892,47941.13163161406,True,27855.65442664514,660216.9127950311,-20085.47720496892,regional_service_production_index_T,20085.47720496892,2.9524337265622305
인천,서비스업,regional_service_production_index_T,2024,1,172463.116209744,723299.8570735931,696983.11,26316.747073593084,3.7758084372508085,recursive_no_target_actual,645609.2127768808,-51373.89722311916,7.3708955763819235,26316.747073593084,51373.89722311916,True,25057.150149526075,723299.8570735931,26316.747073593084,regional_service_production_index_T,26316.747073593084,3.7758084372508085
인천,서비스업,regional_service_production_index_T,2024,2,350263.03894715104,715896.270320675,696983.11,18913.160320675,2.713575128194283,recursive_no_target_actual,648571.1807918041,-48411.929208195885,6.945925735301661,18913.160320675,48411.929208195885,True,29498.768887520884,715896.270320675,18913.160320675,regional_service_production_index_T,18913.160320675,2.713575128194283
인천,서비스업,regional_service_production_index_T,2024,3,528624.7307927333,711096.41653985,696983.11,14113.30653984996,2.024913708432613,recursive_no_target_actual,650525.6686662954,-46457.44133370463,6.665504610822583,14113.30653984996,46457.44133370463,True,32344.134793854668,711096.41653985,14113.30653984996,regional_service_production_index_T,14113.30653984996,2.024913708432613
인천,서비스업,regional_service_production_index_T,2024,4,708250.4031317092,708250.4031317092,696983.11,11267.293131709215,1.6165805125047026,recursive_no_target_actual,649144.0805446475,-47839.02945535246,6.863728656975986,11267.293131709215,47839.02945535246,True,36571.73632364324,708250.4031317092,11267.293131709215,regional_service_production_index_T,11267.293131709215,1.6165805125047026
인천,서비스업,regional_service_production_index_T,2025,1,170963.3367182233,702091.2924022801,704146.01,-2054.717597719864,0.2918027750693161,recursive_no_target_actual,648646.6894546204,-55499.320545379655,7.881791525791597,2054.717597719864,55499.320545379655,True,53444.60294765979,702091.2924022801,-2054.717597719864,regional_service_production_index_T,2054.717597719864,0.2918027750693161
인천,서비스업,regional_service_production_index_T,2025,2,352845.1080368829,713471.4834923819,704146.01,9325.473492381861,1.3243664467234375,recursive_no_target_actual,654628.0489500121,-49517.961049987935,7.032342773622751,9325.473492381861,49517.961049987935,True,40192.48755760607,713471.4834923819,9325.473492381861,regional_service_production_index_T,9325.473492381861,1.3243664467234375
인천,서비스업,regional_service_production_index_T,2025,3,532930.1749276225,714018.8289479278,704146.01,9872.818947927793,1.40209825912779,recursive_no_target_actual,659595.2325115013,-44550.77748849872,6.326923231234203,9872.818947927793,44550.77748849872,True,34677.95854057093,714018.8289479278,9872.818947927793,regional_service_production_index_T,9872.818947927793,1.40209825912779
인천,서비스업,regional_service_production_index_T,2025,4,720893.0996946263,720893.0996946263,704146.01,16747.08969462628,2.378354695871426,recursive_no_target_actual,660361.9523592454,-43784.05764075462,6.218036745071469,16747.08969462628,43784.05764075462,True,27036.967946128338,720893.0996946263,16747.08969462628,regional_service_production_index_T,16747.08969462628,2.378354695871426
인천,숙박 및 음식점업,regional_service_production_index_I,2021,1,4478.420180045012,18293.362921348315,21013.85,-2720.487078651684,12.946162072403125,recursive_no_target_actual,17741.49641342027,-3272.3535865797276,15.572365780567235,2720.487078651684,3272.3535865797276,True,551.8665079280436,18293.362921348315,-2720.487078651684,regional_service_production_index_I,2720.487078651684,12.946162072403125
인천,숙박 및 음식점업,regional_service_production_index_I,2021,2,9687.800895223805,19645.799077079108,21013.85,-1368.050922920891,6.510234549694088,recursive_no_target_actual,19321.817305095305,-1692.032694904694,8.051988069319492,1368.050922920891,1692.032694904694,True,323.9817719838029,19645.799077079108,-1368.050922920891,regional_service_production_index_I,1368.050922920891,6.510234549694088
인천,숙박 및 음식점업,regional_service_production_index_I,2021,3,14737.605718929733,19664.893316649985,21013.85,-1348.956683350014,6.4193695270024955,recursive_no_target_actual,20242.704174960218,-771.1458250397845,3.6697027200621712,1348.956683350014,771.1458250397845,False,-577.8108583102294,20242.704174960218,-771.1458250397845,baseline,771.1458250397845,3.6697027200621712
인천,숙박 및 음식점업,regional_service_production_index_I,2021,4,20667.65175043761,20667.65175043761,21013.85,-346.1982495623888,1.6474765431483942,recursive_no_target_actual,21708.413756120968,694.5637561209696,3.3052665557285774,346.1982495623888,694.5637561209696,True,348.3655065585808,20667.65175043761,-346.1982495623888,regional_service_production_index_I,346.1982495623888,1.6474765431483942
인천,숙박 및 음식점업,regional_service_production_index_I,2022,1,5280.940136986302,24371.235229885056,24037.74,333.49522988505487,1.3873817999739362,recursive_no_target_actual,22991.49733935304,-1046.2426606469598,4.3525001129347425,333.49522988505487,1046.2426606469598,True,712.747430761905,24371.235229885056,333.49522988505487,regional_service_production_index_I,333.49522988505487,1.3873817999739362
인천,숙박 및 음식점업,regional_service_production_index_I,2022,2,11472.567671232875,24475.217428267795,24037.74,437.4774282677936,1.819960729535279,recursive_no_target_actual,23832.315413263197,-205.42458673680449,0.8545919322565453,437.4774282677936,205.42458673680449,False,-232.0528415309891,23832.315413263197,-205.42458673680449,baseline,205.42458673680449,0.8545919322565453
인천,숙박 및 음식점업,regional_service_production_index_I,2022,3,17653.727534246573,24757.14846315054,24037.74,719.4084631505393,2.9928290394626917,recursive_no_target_actual,24374.912922077823,337.17292207782157,1.4026814587304028,719.4084631505393,337.17292207782157,False,-382.23554107271775,24374.912922077823,337.17292207782157,baseline,337.17292207782157,1.4026814587304028
인천,숙박 및 음식점업,regional_service_production_index_I,2022,4,23918.628767123286,23918.628767123286,24037.74,-119.1112328767158,0.495517602223486,recursive_no_target_actual,23915.81383577635,-121.92616422365244,0.5072280681280872,119.1112328767158,121.92616422365244,True,2.814931346936632,23918.628767123286,-119.1112328767158,regional_service_production_index_I,119.1112328767158,0.495517602223486
인천,숙박 및 음식점업,regional_service_production_index_I,2023,1,5517.634411378557,24990.6732011893,22967.16,2023.5132011893002,8.810463292759314,recursive_no_target_actual,27509.64444609886,4542.484446098861,19.77817216451168,2023.5132011893002,4542.484446098861,True,2518.9712449095605,24990.6732011893,2023.5132011893002,regional_service_production_index_I,2023.5132011893002,8.810463292759314
인천,숙박 및 음식점업,regional_service_production_index_I,2023,2,11235.144997811818,23423.637153284675,22967.16,456.4771532846753,1.9875211096394823,recursive_no_target_actual,24963.947156892325,1996.7871568923256,8.694096949262885,456.4771532846753,1996.7871568923256,True,1540.3100036076503,23423.637153284675,456.4771532846753,regional_service_production_index_I,456.4771532846753,1.9875211096394823
인천,숙박 및 음식점업,regional_service_production_index_I,2023,3,16942.13578555799,22954.509498962354,22967.16,-12.650501037645881,0.055080824262320124,recursive_no_target_actual,24060.82480450486,1093.6648045048605,4.761863480312152,12.650501037645881,1093.6648045048605,True,1081.0143034672146,22954.509498962354,-12.650501037645881,regional_service_production_index_I,12.650501037645881,0.055080824262320124
인천,숙박 및 음식점업,regional_service_production_index_I,2023,4,22586.007781181626,22586.007781181626,22967.16,-381.1522188183735,1.6595531133077557,recursive_no_target_actual,23693.680272282083,726.5202722820832,3.1633004354133605,381.1522188183735,726.5202722820832,True,345.36805346370966,22586.007781181626,-381.1522188183735,regional_service_production_index_I,381.1522188183735,1.6595531133077557
인천,숙박 및 음식점업,regional_service_production_index_I,2024,1,5359.360577550069,21938.12613918017,22964.49,-1026.3638608198307,4.469351859413514,recursive_no_target_actual,23892.87943580969,928.389435809684,4.042717412011693,1026.3638608198307,928.389435809684,False,-97.97442501014677,23892.87943580969,928.389435809684,baseline,928.389435809684,4.042717412011693
인천,숙박 및 음식점업,regional_service_production_index_I,2024,2,11061.035603167209,22235.995730337076,22964.49,-728.494269662926,3.172264089744322,recursive_no_target_actual,23767.50932737974,803.0193273797377,3.496787115149248,728.494269662926,803.0193273797377,True,74.52505771681172,22235.995730337076,-728.494269662926,regional_service_production_index_I,728.494269662926,3.172264089744322
인천,숙박 및 음식점업,regional_service_production_index_I,2024,3,16677.13201676758,22232.724271965228,22964.49,-731.7657280347739,3.1865098159583507,recursive_no_target_actual,23536.01923766383,571.5292376638281,2.4887521458731636,731.7657280347739,571.5292376638281,False,-160.23649037094583,23536.01923766383,571.5292376638281,baseline,571.5292376638281,2.4887521458731636
인천,숙박 및 음식점업,regional_service_production_index_I,2024,4,22453.688327899396,22453.688327899396,22964.49,-510.8016721006061,2.2243109779516375,recursive_no_target_actual,23337.52275327706,373.03275327705705,1.624389452049913,510.8016721006061,373.03275327705705,False,-137.76891882354903,23337.52275327706,373.03275327705705,baseline,373.03275327705705,1.624389452049913
인천,숙박 및 음식점업,regional_service_production_index_I,2025,1,5371.874506908051,22506.116946107784,22645.5,-139.38305389221568,0.615500006147869,recursive_no_target_actual,22562.565261159332,-82.9347388406677,0.3662305484121247,139.38305389221568,82.9347388406677,False,-56.44831505154798,22562.565261159332,-82.9347388406677,baseline,82.9347388406677,0.3662305484121247
인천,숙박 및 음식점업,regional_service_production_index_I,2025,2,11055.558430204861,22442.569772727275,22645.5,-202.93022727272546,0.8961172297927864,recursive_no_target_actual,22753.199389268462,107.69938926846226,0.4755884801327515,202.93022727272546,107.69938926846226,False,-95.2308380042632,22753.199389268462,107.69938926846226,baseline,107.69938926846226,0.47558848013275157
인천,숙박 및 음식점업,regional_service_production_index_I,2025,3,16755.653375416867,22559.407591404746,22645.5,-86.0924085952538,0.38017446554615175,recursive_no_target_actual,23099.927503916948,454.4275039169479,2.0067011278927285,86.0924085952538,454.4275039169479,True,368.3350953216941,22559.407591404746,-86.0924085952538,regional_service_production_index_I,86.0924085952538,0.38017446554615175
인천,숙박 및 음식점업,regional_service_production_index_I,2025,4,22504.981386374464,22504.981386374464,22645.5,-140.5186136255361,0.6205145111635252,recursive_no_target_actual,23197.536472102445,552.0364721024453,2.4377314349537227,140.5186136255361,552.0364721024453,True,411.51785847690917,22504.981386374464,-140.5186136255361,regional_service_production_index_I,140.5186136255361,0.6205145111635252
