track,activity,available_quarters,rows,adopted_rows,official_sum_eok,baseline_abs_error_sum_eok,selected_abs_error_sum_eok,max_selected_ape_pct,baseline_wape_pct,selected_wape_pct,delta_wape_pp
recursive_no_target_actual,서비스업,4,21,7,7992596.220000001,220740.228227415,109468.16516967204,5.428611931717634,2.761808830966004,1.3696196099053284,-1.3921892210606754
recursive_no_target_actual,숙박 및 음식점업,1,19,7,261051.91,23755.653389112143,21860.155978364874,32.824408970564974,9.099973024182104,8.373873218688525,-0.726099805493579
recursive_no_target_actual,숙박 및 음식점업,2,19,8,261051.91,12961.496013740318,12419.2854841726,16.640113080449186,4.965102922916871,4.757400734655648,-0.2077021882612229
recursive_no_target_actual,숙박 및 음식점업,3,19,5,261051.91,8680.874578846762,8273.140868308185,7.52008533232613,3.325344211749595,3.169155463489305,-0.15618874826028994
recursive_no_target_actual,숙박 및 음식점업,4,19,10,261051.91,7348.269082572757,5703.521809985127,5.650982640709805,2.8148689211171662,2.1848228614703977,-0.6300460596467685
recursive_no_target_actual,운수 및 창고업,1,24,4,1026507.16,134306.44318590037,113363.56995848284,25.85202049118151,13.083829165487785,11.043621942050832,-2.040207223436953
recursive_no_target_actual,운수 및 창고업,2,24,6,1026507.16,135248.24194708018,56366.05580166563,17.156964946004447,13.175577065344598,5.4910533504379675,-7.68452371490663
recursive_no_target_actual,운수 및 창고업,3,24,6,1026507.16,136196.4376997794,50860.30160173816,14.377523819693202,13.26794814561054,4.954695260161475,-8.313252885449064
recursive_no_target_actual,운수 및 창고업,4,24,7,1026507.16,138952.7488300503,49928.8439143477,15.234076183037528,13.536461726194904,4.863954764265619,-8.672506961929285
recursive_no_target_actual,정보통신업,1,24,2,286187.54,21884.69698484721,17850.85291515316,23.7462018524683,7.646977567523454,6.237466842600192,-1.409510724923262
recursive_no_target_actual,정보통신업,2,24,3,286187.54,19592.71025297722,15566.252950962367,22.990616612717933,6.846108762448995,5.439179130916171,-1.4069296315328241
recursive_no_target_actual,정보통신업,3,24,7,286187.54,19152.670955776874,17476.98176265844,23.68551182255052,6.692349693413234,6.106828327556973,-0.5855213658562608
recursive_no_target_actual,정보통신업,4,24,9,286187.54,19175.348683779368,11595.09912778638,10.599775766453675,6.700273772848171,4.051573708550127,-2.648700064298044
