quarter_region,province_full,city,year,predicted_eok,actual_eok,abs_error_eok,ape_pct
서울,서울특별시,성북구,2023,59264.44463659315,61138.97,1874.5253634068504,3.0660074309509144
서울,서울특별시,송파구,2021,287929.9468951162,285727.93,2202.0168951161904,0.7706691099873192
서울,서울특별시,송파구,2022,294531.4806073538,292619.42,1912.0606073538074,0.6534291563266059
서울,서울특별시,송파구,2023,298935.30290985527,304805.17,5869.8670901447185,1.9257767478631411
서울,서울특별시,양천구,2021,71105.5050186684,70567.41,538.0950186683913,0.7625262407510652
서울,서울특별시,양천구,2022,72801.96308379911,74732.14,1930.176916200886,2.5827935827889927
서울,서울특별시,양천구,2023,76389.77021902957,70395.35,5994.420219029562,8.515363896947116
서울,서울특별시,영등포구,2021,381104.75157284696,393084.82,11980.068427153048,3.0477056903782365
서울,서울특별시,영등포구,2022,404807.58520639513,409609.85,4802.264793604845,1.1723997344313974
서울,서울특별시,영등포구,2023,416859.6980859721,393867.83999999997,22991.85808597214,5.837455042273099
서울,서울특별시,용산구,2021,150016.5444996523,147501.53,2515.0144996522868,1.7050768894751716
서울,서울특별시,용산구,2022,151973.8942253072,159808.66,7834.765774692816,4.902591495788036
서울,서울특별시,용산구,2023,162491.2896424714,161137.36000000002,1353.9296424713975,0.8402332286388441
서울,서울특별시,은평구,2021,53019.09966418257,51321.54,1697.5596641825687,3.30769432129778
서울,서울특별시,은평구,2022,52957.28972478697,52584.76,372.52972478696756,0.7084366740229823
서울,서울특별시,은평구,2023,53736.351262317745,51990.63,1745.7212623177475,3.357761316448267
서울,서울특별시,종로구,2021,282418.8633989809,272497.08,9921.783398980857,3.6410604469526264
서울,서울특별시,종로구,2022,281614.0598069052,278486.61,3127.449806905235,1.123016222182185
서울,서울특별시,종로구,2023,285027.7748013496,287445.55,2417.7751986503717,0.8411245881699584
서울,서울특별시,중구,2021,558416.0143781352,554844.29,3571.7243781351717,0.643734547243006
서울,서울특별시,중구,2022,572722.8871776816,590895.9400000001,18173.05282231851,3.0755081550092407
서울,서울특별시,중구,2023,600817.6828812873,616235.36,15417.677118712687,2.501913736127165
서울,서울특별시,중랑구,2021,49266.832676423575,48420.22,846.6126764235742,1.7484692891184181
서울,서울특별시,중랑구,2022,50099.44511431809,47596.72,2502.725114318091,5.2581881993509025
서울,서울특별시,중랑구,2023,48569.55786550648,50291.200000000004,1721.6421344935225,3.423346697818947
세종,세종특별자치시,세종시,2021,131428.8449892835,135936.81,4507.9650107164925,3.3162209784947083
세종,세종특별자치시,세종시,2022,139713.45118078013,140305.46,592.00881921986,0.42194282333692507
세종,세종특별자치시,세종시,2023,142942.28995379858,142215.56,726.7299537985818,0.5110059361989516
울산,울산광역시,남구,2021,197766.1651937143,209109.02000000002,11342.85480628573,5.424373757901849
울산,울산광역시,남구,2022,215615.40872607307,218776.3,3160.8912739269144,1.4448051612203492
울산,울산광역시,동구,2021,57027.72266794798,55761.73,1265.9926679479759,2.270361174138564
울산,울산광역시,동구,2022,57414.97490967775,57343.35,71.62490967775375,0.12490534591675191
울산,울산광역시,북구,2021,141466.2924129184,140791.39,674.9024129183963,0.479363413429185
울산,울산광역시,북구,2022,144731.5503152999,155278.54,10546.989684700122,6.7923034855300175
울산,울산광역시,울주군,2021,139964.00491698686,146423.09,6459.0850830131385,4.411247627005507
울산,울산광역시,울주군,2022,150843.36524377856,145237.99000000002,5605.375243778544,3.859441488951027
울산,울산광역시,중구,2021,35063.21302774014,33170.33,1892.8830277401357,5.706554706390126
울산,울산광역시,중구,2022,34283.61815685823,37481.479999999996,3197.8618431417635,8.531845175648783
인천,인천광역시,강화군,2021,19445.047848139402,15292.63,4152.417848139403,27.153065549479738
인천,인천광역시,강화군,2022,15804.48179636576,14760.15,1044.331796365761,7.07534677063418
인천,인천광역시,강화군,2023,15001.770887134655,14534.85,466.92088713465455,3.212423156308146
인천,인천광역시,계양구,2021,50855.23189471169,50439.92,415.3118947116891,0.8233793683885484
인천,인천광역시,계양구,2022,52159.64283605156,50204.11,1955.532836051556,3.895164830233134
인천,인천광역시,계양구,2023,51333.060254766424,51901.88,568.8197452335735,1.0959521027630859
인천,인천광역시,남동구,2021,167658.10581748682,163858.49000000002,3799.6158174868033,2.318839760751367
인천,인천광역시,남동구,2022,168778.9337992489,161016.41,7762.523799248884,4.8209519757948165
인천,인천광역시,남동구,2023,163937.49246141504,165948.74,2011.2475385849539,1.2119691529956504
인천,인천광역시,동구,2021,36969.915308692,38177.19,1207.2746913080045,3.1622932209206716
인천,인천광역시,동구,2022,39460.08642387171,35001.29,4458.79642387171,12.738948832662198
인천,인천광역시,동구,2023,35869.662281893725,35347.39,522.2722818937254,1.4775412891693713
인천,인천광역시,미추홀구,2021,75445.53208935358,75183.44,262.0920893535804,0.34860348150281545
인천,인천광역시,미추홀구,2022,77648.4420119504,73932.92,3715.5220119504083,5.025531268006739
인천,인천광역시,미추홀구,2023,75369.25059840831,75013.37,355.88059840831556,0.4744228907570951
인천,인천광역시,부평구,2021,111816.47289744699,106005.94,5810.5328974469885,5.481327647721428
인천,인천광역시,부평구,2022,109232.13846520596,109125.78,106.35846520596533,0.0974641053708531
인천,인천광역시,부평구,2023,111214.44706724849,112301.79,1087.3429327515041,0.9682329486925401
인천,인천광역시,서구,2021,165558.98213880032,177504.35,11945.367861199687,6.729619787458553
인천,인천광역시,서구,2022,182733.73084819186,182401.94,331.79084819185664,0.18190094260612394
인천,인천광역시,서구,2023,185820.4094454674,185542.1,278.3094454673992,0.1499980034005216
인천,인천광역시,연수구,2021,124545.16931533672,128315.85999999999,3770.690684663263,2.9386006411547747
인천,인천광역시,연수구,2022,132008.84905974244,151798.22,19789.370940257562,13.036629112157943
인천,인천광역시,연수구,2023,153824.01084480953,154117.68,293.669155190466,0.1905486477544082
인천,인천광역시,옹진군,2021,8991.301885394287,7680.2,1311.101885394287,17.071194570379507
인천,인천광역시,옹진군,2022,7926.21101117364,7640.87,285.34101117364025,3.7344047362884103
인천,인천광역시,옹진군,2023,7774.9061231427795,7593.98,180.92612314277994,2.3824940695495638
인천,인천광역시,중구,2021,127206.47293400728,124595.05,2611.422934007278,2.0959283165802156
인천,인천광역시,중구,2022,132941.55876656537,164032.09,31090.531233434624,18.953932266201466
인천,인천광역시,중구,2023,178289.25873532917,205800.87,27511.61126467082,13.36807335395172
전남,전라남도,강진군,2021,8832.354074216968,8087.52,744.8340742169676,9.20967211477644
전남,전라남도,강진군,2022,8371.257313490412,8468.130000000001,96.87268650958868,1.1439678714142163
전남,전라남도,강진군,2023,8635.478095868637,8151.38,484.09809586863685,5.938848340632346
전남,전라남도,고흥군,2021,12355.484649408629,12090.07,265.414649408629,2.1953111057969803
전남,전라남도,고흥군,2022,12502.798923882146,12187.48,315.3189238821469,2.5872364416774176
전남,전라남도,고흥군,2023,12402.231507998113,11786.93,615.3015079981124,5.220201596158732
전남,전라남도,곡성군,2021,9036.791243347814,9328.03,291.23875665218657,3.12218932242056
전남,전라남도,곡성군,2022,9617.027988248436,9225.02,392.00798824843514,4.249399873912849
전남,전라남도,곡성군,2023,9396.734112507147,9043.24,353.4941125071473,3.9089321140116517
전남,전라남도,광양시,2021,95077.77958783667,97523.12,2445.340412163321,2.507446861998797
